Sentno	Sentence	WordCount
1104	اسمعت راكي هنا جابوني علاه نستاهل أنا نبيغيك و نتي ما تبغنيش . واه ما نبغيكش معليش .	18
1105	ربيت موسطاش يا خويا باش متنعقلش ياه ? يا ولدي ديرها مع بوجاديا كيما نتوما ماديروهاش معانا احنا .	19
1106	طلع يديك شوف فيا مليح صحح واه زعباطة وين راه صاحبك راه فلغابة قالي راني فلواد راه يصيد مانيش عارف شا راه يدير يخدم على روحه ياه ? أنا خاطيني مانيش خدام راني روبو ليوم . جيت نزهى شوية ليوم هنا . صباح الخير زعباطة قليع جدك تقول توحموا على قط سبع أرواح عندك .	55
1107	ها صحا ارجا 24 خطرة و أنا نكتل فيك و ما متش . ها صحا ما تقلقش نتفاهموا . ها ارجا وينتا شفتني مقلق . راس خبيت كرابيل هاد خطرة موت ما نظلش نلاغي معاك . ماكنش غير نتا في دنيا خلادار بوه قربعله باباه .	46
1108	اه بنعمي غفلت خمس دقايق كتلتوا واحد قلنالكم ممنوع رصاص هنا .	12
1109	ماكانش اللي شاف لعراس تشوفوهم , وعادي تشوفوهم , شهر تع رمضان تشوفوه . قاع معلابالكمش .	17
1110	هدا شكون بطحه و الله ما علابالي خويا كنت داخل لاهي . أنا كل 3 جوغ نشوف واحد مبطوح هنا . ما شفتش نظل لاهي داخل .	27
1111	نتا ما تشوف ما والو نخدم نجي , نقابل ناس كي نديرنقطع روحي . بليش دو سا ما عندكش روجيستر دو كومارس .	23
1112	ما راكش تخلص ليزامبوا . قعدوا كيما راكم نجيب طبيب شرعي .	12
1113	و الله ما علابالي بيكم قاع . غدوة نبدل خدمة . يا مولخير سلكتي روحك ايا سلكيني معاك . رانا نلعبوا . نسلكك ?	24
1114	واه ماشي نتا قافز أنا على خاطرك جيت . ماشي نتا باغي تغيبها للكوبويز . بغيت نغيباهلم بصح على خاطرك جيت .	22
1115	منسلكاكش سلك روحك . علاه حرام عليك يخليك قلبك فيك خير . غير بشوية تسمعنا عواواة .	17
1116	منا الطريق . ياضرا سيدي شا قررت ? قررنا الحرب , الشرف , الرجلة , روح منا . وين نروح منا ?	22
1117	وين لاصق فيا عند شجرة لاصق فيا روح ز حق اللي سلكتك وين سلكتني . روح صحا غير نيميرو تع تليفون . لا روح . روحي الله يجيبهالك .	29
1118	أرواح . متبركاش من زعاقة تاعك هادي . شا درت انا ? علاه ظلي تلاعيلي فلكلاب .	17
1119	ما لاعيت كلاب ما والو نتا ما راك تعطيهم ما ياكلوا لا يشربوا . بسبابك ضيعت الصيد . باغي نسقسيك أرواح . هادي تلات ايام وين كنت ? اه حتى لدروك وين علابلك بلي أنا ولدك . حتى لدروك تسقسي هادي تلات ايام وين كنت .	46
1120	قول خبرني وين كنت .	5
1121	داوني وحدين و كتفوني ما نعرفهم ما والو داوك . واه بيتوني في كادوس راني تلات ايام لا عشا لا فطور عندك كي دارولي نقصت .	26
1122	نتا ماشي بويا نتا باين بلي ماشي بويا . صحا ما تبكيش . دوك نتافهم معاهم .	17
1123	نتا باين بلي جابوني عندك برك . هاهي جات شاف . اسكت دخلي بنتك وديريلها شوية حلبة	17
1124	. حمد لله ما درناش قيرا . أيا نتوما . الحرب , ما كان ني حرب ني والو أيا جرو تلعبوا . جري تلعب نتا .	26
1125	راني نهدر معاكم أيا روحوا . أرواح نتا قدم هنا قول جيفانتيس شعال دارت بارح . داروا زيروا زيروا شاف .	21
1126	هاد خبر جبتهلي روح روح . بورتون أنا نبغي جيفانتيس جاي يهدرلي زيروا زيروا . ها رجا خويا . هادي 120 دوروا في خاطر شيخ زدقدق اللي غايب في هاد ليلة . و هادي 120 دورو في خاطر جماعة كيما درتوا سوا في خاطر كوبوي كبار و صغار و في خاطر كوبوي تحات و فواقة . و في خاطر لاس فيقاس , كاركاس و تكساس .	66
1127	و في خاطر جماعة ملمومة اللي راهي الليلة و في خاطر حباب ما تنساش تبرح على صاحبك . اوه و نسيت في خاطر دراعي لايمن اللي ما ينسى ما يغدى من بالي و في خاطر جده عرق صحيح , عرق لحمر و كونترا على شينين و ليزاباج الله يخلف و يبارك فصحة .	53
1128	غادي نعطيك وحد قصيدة في خاطرك و في خاطر حباب اللي فاتك بليلة فاتك بحيلة و اسمع شاعر شا يقول في كلامه . حايحاية تعيا ما ما هي حيحاية غير ينوضوا صيد و ما يكتلوهش .	36
1129	و اللي مولعين بصيد يجوه قبالة . فايقين من حموم ما يصبروش . و في خاطر زغراتات .	18
1130	الله يخلف و يقوي الصحة . الزهو يا خويا . أقلب . من وين جات رصاصة حيا غابت . هيا روح .	22
1131	دورتوها على فنانين . شكون اللي كتل هادا . ما شتاهش . ما شت والو نتا . راني فلكوزينة ما شفتش .	22
1132	الحيا ما راهيش تعجب لوكي تع الباب . راني نشوف يا قادة . نقولك وحد حاجة كي تشوف مدام مادابيك طلب عليها وحد تحت 10 ميل دوروا قاع ما تطلبش . راك تسمع فيا ولا لا .	37
1133	زير روحك معاها . نخبرك و نفهمك . راني نقولك حيا ما رهيش تعجب روح ربطها و متنها و خليني نروح نستخبر روح .	24
1134	راني جاي . راهي خاوية بلاصة اسمع تلهى بلاخر و أنا غادي نتلهى بداك مول شابو لكحل . خلادر ما الغالية .	22
1135	خلادر الشر شا داك نتي للخيام . قاع نهار و نتي فلخيام و نتيا فلحمام و نتيا منا . بلعي فمك . بلعي .	24
1136	مزيا راني هنا تمشي قدامي مازال سوطة نعطيهالك فلدار تمشي .	11
1137	وقيلا كرات لكم السكنة مدام . جبتلها غير شوية شربات مع علابالي راهي تصوم هادوا ليامات قلت زعما نجي نطل عليها مسكينة ما عندها حد علابالي تسما غير أنا اللي نجي نطل عليها كيراكم دايرين يا سيدي .	38
1138	اسمحلي يا شيخ قبيلة تع ولاد النهار أنا ظلمتك و لافوت تاعي بصح لاسيما ماشي أنا فليتشة هي اللي غرت بيا خاطرش قلت تاعكم داروها بنا عديان و بغاو يشعلو بيناتنا النار الفتنة .	34
1139	ما يشعلوا ني نار فتنة بيناتنا ني والو أنا نقولها لك . احنا عمومية , أحنا نسوبية ناس زينين . بويا أحنا ولاد عم حنايا .	26
1140	بلعه نتا كي يهدروا كبار يسكتوا صغار . سي دي قوس , سي دي زونفون ايل ساف با سو كي ديز . بصح اللي دارها بينا راك تشوف فيه ليوم ناكلوله لحم . تخلصها غالية . روح تبعني و خاطيك .	41
1141	قول كوبوي تاغ تاخر الزمان ياه تخطفوا غير النسا و غراوين صغار . ما جبرتوا ما ديروا .	18
1142	أخوني أنا أرواح خطفني و لا خطف هادا . شوف كي راه يتمسكن .	14
1143	راني نقولكم اسمحولي . حزيم نطلب منك حاجة باغي نولي أندياني كيفكم . ما نسمعشي أنيا . اسمعتني نقولك حاجة كنت وحدك و لا مع جماعة . اتكلم . كانوا وحدين معايا . وحدين معاك . باغي نولي كيفم اندياني غير اسمحولي . ما توليش أندياني أحنايا كيفنا . عكاشة أيا ارواحوا دوه . ربي جابه تعقل نهار اللي ديتني . وين ديتك أنا . نتا و صاحبك كتفتوني و جبتوني هنايا عند مدام راك عاقل عليها . صايي عقلت . تعرف شا غادي نديروك طاجين , ليوم نشووك نشعلوا عليك النار .	93
1144	شوف غادي نديروه ملفوف مرورية تجي بنينة , يا حزيم لا اسمحلي .	13
1145	أنا غير ولية طلقوني . ما درت والو . علاه باغي تكتلوني . شا درتلكم يا بويا خي .	19
1146	سي حزيم باغي نسقسيك عرفت جاسوس اللي كان داير الخلاط . واه عرفته بصح غادي نخليه مفاجاءة . يعني اين سيربريز . أه بويا حمار خويا كون ماتبوجيش و الله نعطيك كل يوم بيدو ما و كيلو زرع أه حمار خويا ماتبوجيش .	43
1147	الا حمار ياكل التبن , نشريلك قوفريط أيا مشي حمار .	11
1148	صباح الخير . ما تنخلعي ما والو غير أنا .	10
1149	عبد القادر : كيراك داير	5
1150	هواري : غايا , الحمد لله , ونتا	8
1151	عبد القادر : لاباس	4
1152	هواري : كاش جديد ?	5
1153	عبد القادر : والو , من عندك	7
1154	هواري : كيف كيف , مكانش	6
1155	عبدا القادر : ( شا راك تدير	7
1156	هواري : والو	3
1157	تبغي تلعب معايا ماتش دروك	5
1158	هواري : واه , نلعب	5
1159	عبد القادر : أيا وجد روحك , غادي _ نفوت عليك	11
1160	هواري : صحا	3
1161	عبد القادر : راني جاي , كاش ما نجيبلك معايا	10
1162	هواري : صحيت , راني نقارعلك	6
1163	@@Lاط@@Rَcهِد @@Lاط@@Oر اللهجة الوهرانية @@Lاط@@دَِلecتe @@Lاط@@ْرَنَِس @@Lاط@@آ @@Lاط@@P1 ج 1 - @@Lاط@@ىُْطُبe	12
1164	كيما كنت وعدتكم قتلكم بلي غادي نهدر لكم على اللهجة الوهرانية عندك شوالا بروبلام لقيت سي با بوسيبل باسكو لوكان نقعد نهدر 6 سنين و غادي منحبسش و علابالي بلي غاشي ما يبغوش الفيديو اللي يكونوا طوال عليها غادي نسايي باش نختاصر قدر المستطاع . غادي ندخل ديراكت باش منطولش عليكم . علاه بغيت نهدر هدرة تع وهران , الوهرانية باسكو ليقلكم تعرفوا هدرة تع وهرانية حقانية دروك ما راهيش كاينة , راهي قليلة باسكو مع دخول بزاف تع الناس سي نورمال ما فيها والو عادي دخلوا معاهم لهجات و لغات تاعهم و طغاو شوية على الهدرة تع وهارنة تع الحقانية اللي كانت بكري كيما بكري كي تدخل للحانوت ما تلقاش وحدة شيرة تدخل عنده تقوله اعطيني لجافيل تقوله اعطيني ليخية حنا واحد بكري مين كان يلبس شدة تكون شابة كيما يقولو بتزيرية لابس حطة . حنا نقولو راني ضارب فيها تراخية واحد مين يبغي يطيح واحد ميقولهش غادي ندريلك كروش بي لا يقوله غادي نضربك نغاشيك .	158
1165	حنا واحد طويل نعيطوله لارقو و طويلة لارقة و بوردو دونك هدرة كانت بزاف فيها الامور تع سبنيول هادي هي هدرة حقانية اللي كانت في وهران نتفاهموا زين زين باسكو علاه في وهران سي تاديغ في لالجيري كي كانت جزاير تحت حماية تع الدولة عتمانية في القرون الوسطى وهران كانت مستعمرتها اسبانيا سيتي ايسبانيول ما عندك ما تهدر .	59
1166	و هاد تواجد تع سبانيول اللي كانو في وهران فورت بوبيلاسيون في ليجو اوربيان .	15
1167	و ممبعد كي خرجو ليزيزبانيول الاتراكا دخلوا وحد غير 40 عام هدا ماكان الباي محمد الكبير يسموه الباي لكحل منبعد ولاو يعيطوله الكبير . حتى 1831 كي دخلو لفرونسي و 1834 داروا ستاتستيك في لافيل دورون شعال كان ساكنها الناس يافي 5000 دابيتون هادا ماكان باسكو اهالي بقوة تاعهم خرجوا لمعسكر باش يلتاحقوا بجيش تع الأمير عبد القادر و خايفين من ليسوغتي تع قور .	65
1168	يافي قور بزاف فوهران نجم نعطيك بقاع كاتيقوري شعال كانو . باغيقزومبل ف 1834 كانت 5000 دابيتون .1042 أوروبيان و 3958 أونتر عرب و قبايل و ليهود ليزوروبيان كانو ديباغتي , 340 فرونسي , 316 ايطاليان ,	37
1169	266 اسبانيول , 69 أونقلي , 35 ألمون , 16 برتوقي و هاد الأجناس اللي كانوا صارت وهران عندها ولى عندها سكو اونابل باتوا سيتاديغ ولى عندها وحد لهجة سبيسيال باغلي لوكال كانوا يحكوه .	35
1170	و من قاع هادوا الأجناس يافي كل وحدين عندهم كلام ناعه يقولوه و غير سبانيولية اللي كانت بزاف كتر من 60 % طاغية على لهجة تع وهارنة يافي برسيانو و كاستيانو باش تعرف هادي كانت كيما هاك في وهران .	40
1171	و زيد كاين باش نحكي لكم عللى هدرة تع كي وهارنة كي كانو يهدروا , في لهجة تع وهارنة .	20
1172	تلقى اسبانيول بوكو بليس , تلقى فرونسي , تلقى أونقلي , تلقى ألمون . تلقى برتيقاي , تلقاهم قاع .	20
1173	باغي نحكي لكم على ليتارم اللي اون أونقلي اللي كاينين فوهرانية باسكو كون نحكوا على لي تارم اسبانيول ما غاديش نحبس .	22
1174	لوكان نحكيلكم عللى فرونسي ما غاديش نحبس عندك شوالا غادي نحكيلكم على أونقلي باسكو يا بوكو دو جوون معلبالهمش باللي في الهدرة تع وهارنة يا بوكو أونقلي و غادي نعطيكم دروك باش منطولش توجوغ .	35
1175	غادي نعطيكم أمتلة , ديزيقزومبل على هدرة تع أونقلي اللي كاينة في وهران .	14
1176	كاين وحد دوزيام فاكتور ميليقش ننسوه , علابالك وهران , جزاير دخلوها الأتراك فمواياناج و منبعد دخلوها ليفغونسي فان .	20
1177	وهران لا , ألي ديفيرونت , وهران دخلوها ليزيزبانيول وحد 40 عام اتراكا , 133 كوم توت لالجيري ليفغونسي و دخلوها ليزامريكان في 1942 , 10 نوفمبر و ديجا في وهران , يا بوكو وقع موتى بزاف من ليزامريكان .	40
1178	على بيها كاين مقبرة تع ماريكان . مقبرة مقبرة كيما تشوفها في فيلمات , هداك قازون , لاكروا خارجة و هاد مقيرة كاينة لحد الان فيها دي سونتان موغ .	30
1179	راهي مور ستاسيون تع كيران تع بتي لاك . و هادي ايستواغ كبيرة تع ليزامريكان مين دخلو لوهران كاش نهار نحكيها لكم .	23
1180	هادو ليزونقلي اللي كانوا بكري وقت 1808 كانوا 69 أونقلي في وهران و دخلوا كلام تاعهم هداك لو باتوا اوراني .	21
1181	ديك لهجة وهرانية اللي كانت تنهدر .	7
1182	زيد ليزامريكان مين دخلو في 1942 لوهران , كانو يحنوا في لابوبيلاسيون ألجيريان باسكو ليزامريكان كانو يكرهو ليفغونسي علاه .	20
1183	دخول تع مريكان في هادي مانيش باغي نحكيها . بصح ليق نحكيها , دخول تع مريكان مين دخلوا وهران دخلوا غير وهران في لالجيري غير وهران و دخلو لألجي سي با باغاي . ليفرونسي اللي كانوا عايشين في ألجي . كانوا تابعين لغيزيستونس , جماعة ديغول باغكونتر ليفرونسي اللي كانو في وهران في ليزاني 40 كانو جماعة فيشي اللي كانوا سي دي كولابوغاتور تابعين لماري شال بيتان علابيها ليزامريكان مين دخلوا وهران وقعت قروند باتاي ايغان .	77
1184	30 كاتريام بريزيدون تع ليزيتازيني , ايزان هاور , ولده دخل لوهران , دخلها عوم على مداغ و كاش نهار نقولكم علاه دخلها عوم .	25
1185	غادي نعطيكم وحد أمتلة على ليمو أونقلي اللي كاينين في وهران . غادي نحكوا غير على أونقلي .	18
1186	كي تروح للشرق جزايري صغار ليزوفون يعطولهم الدر . في لاريجيون تع سونتر ألجي و سي أوفيغون يعيطولهم دراري . وفي لواست معسكر و أوفيغون يعيطولهم غراوين .	28
1187	هنا في وهران يعيطولهم بزوز علاه نعيطولهم بزوز سي أونقلي . دو بويز سي ليقاسون ولات يعيطو بزوز وين ما يشوفوا هاكا شاشرا صغار يقولو لهم بزوز ولات بزوز و مفرد تاعها ولات بز .	35
1188	متال وخداخور , لاسريرور باش تبلع الباب , اللي يبلعوا بيها الباب ألجيري براسك قاع يقولوها قفل .	18
1189	احنا في وهران منقولوش قفل , نقولو زكروم و أنا نقولك من وين جات هاد الكلمة سيتان مو أونقلي معناه كلوزروم , بلع شومبرا اون أونقلي تاوعنا غير سمعوا كلوز روم أيا هاداك قفل ولاو يعطولها زكروم .	38
1190	نعطيكم متال وخداخور , كاين وحدة كلمة , كاين وحدين بلا ما علابالهم مساكين يسموا عكلي , هاد عكلي مين جات .	22
1191	في لواست يسموا كتر .	5
1192	عكلي سيتان مو أنقلي اللي هو يوقلي كيما دو قود اند دو باد أند يوقللي معناتها كي يكون ميشون يقولوله يوقلي تاوعنا مساكين نقلوها يوقلي راحت للعكلي حتى ولاو يسموا ولادهم عكلي .	33
1193	هادوا صوالج ليق تعرفهم ليقلك تقرى . راك حاسب ساهلة ولد بلاد .	13
1194	غادي نعطيكم دروك متال شباب على تارم أونقلي مستعمل بزاف في منطقة تع لواست .	15
1195	واحد مين يكون عنده كارو . يجرها حمار . هداك مول الكارو مين يبغي باش حمار تاعه يتمشي يقوله أريي مان .	22
1196	في عوام تع 40 مين كانوا هنا ليزاميركان كي دخلوا لوهران كانوا يخرجوا ما يقعدوش غير في البركي الحي تع وهران اللي هو باركينق عند وين كانوا حاطين ماتيريال تاعهم .	31
1197	كانوا يدوروا بليجيب و لواطا كبار و كانو يروحوا لي كارتيي تع العرب يدوروا فيهم , يروحوا الحمري , مدينة الجديدة , يروحوا للدرب , سيدي هواري قلب وهران علابالك هادوا لي كارتيي , جينرالمون طرقان تاعهم ضيقين .	39
1198	و العرب مساكيين كانوا الله غالب كانوا عندهم غير كوارا .	11
1199	شريطة بحمار يحمل خضرا , يبيع فيها , يديروا فيها كلشي و فالطرقان ضيقين كانوا مين يكونوا كوارا بزاف يبلعوا طريق و كانوا ليزاميركان كي يجوا فايتيين بليجيب و ليكاميون تاعهم . كانوا كي يدخلوا في طريق يلقوا قدامهم كاين كوارا مبلعين طريق . هوما كانوا يبانيكوا , يخافوا باسكو علاه راهم في تريتوار ايمبوا أوستيل , باسكو راهم في جهة العرب يخافوا كاش ما يضربوهم كاش ما يقايسوهم . كانوا يبانيكو , يخوفوا . ألوغ شا والاو يقولوا لهادوك صحاب كوارا و هوما يهدروا لونقلي كانوا يقولولهم هاريوب ارييوب مان معنتها ديبيشي فو , خفوا . تاوعنا ولاو يسمعوا غير اريي اريي اب ما . ولاو يقولو للعود اريي ماه باش يحلوا طريق . بمطول حتى ولات هادي من كلمة أونقلي أريي أب معنتها خفوا ولات هي أرا تع كوارا ولاو يقولوا أرا شا غادي نقولك خاطيني هادا طناز يبغي يقصر بزاف .	144
1200	زيد غادي نقولكم وحد حاجة قليل اللي يعرفها . دوك تفهم علاه قليلة .	14
1201	كاينة في وهران وحد برسوناج كان عايش بكري في ليزاني 30 و 40 سموه هراندوا .	16
1202	هادا هارندوا الله يرحمه و يوسع عليه . هادا وهراني كان عايش في وهران . كان عنده صاحبه يسموه بن يمينة .	22
1203	يضرب قمبري و كانوا يدوروا في لسواق . كانو مساكين كسوتهم مقطعة . جايين براقدة بهدرة تاعنا نقولوا كافي .	20
1204	كانوا يظلوا يطلبوا في المدينة الجديدة , يظلوا يغنوا تع زوج حويتات من المرشي جايبتهم , شوية ما غاسلتهم , فوق مقلة بالزيت قاليتهم . هاد الأغنية يعرفوها ولاد البلاد . كون نجي نحكيلكم عليها ما غاديش نحبس تاني .	40
1205	أنا المشكلة علاه سموه و لا مين جات كلمة هارندوا , ما معنى هارندوا . بزاف يسقسي شوالا هارندوا .	20
1206	أنا غادي نقول لخويا شوالا هادي .	7
1207	هارندوا تنقسم الى عدة كلمات . أولا , باش تفهم . بكري مين كانت كاينة في بروميار قير مونديال 14 - 18	22
1208	و منبعد جات دوزيام قير مونديال 39 - 45 , كانوا لفرونسي بن كلبون كانوا يحقرو أهالي , كانوا يريكريتو و يدخلوا ولاد شعب , مسكين , المستعمر دراع , يدخلوهم باش يحاربوا معاهم في قيرات في حرب العالمية لولى .	41
1209	و كانوا لعرب يخزنوا ولادهم عليها تلقى بزاف اللي زايدين في ديك لابريود تلقاه في ليفري دو فامي مسكين دايريناه بريزيمي 1940 باسكو كانوا وحدين ساكنين في بلايص اللي ما فيهمش لاميري ما يسجلوش ولادهم . بصح كاين بوكو بليس في مدينة كبيرة وهران و لا معسكر و لا تلمسان تلقاه بريزيمي . تعرف علاه .	56
1210	باسكو والديه ما يروحوش يمركوه . ما يماركوهش باش يبقى اينيوري باغ أوتريتي فرونساز باش ما يدولاهش ولده .	19
1211	كانوا يدخلوهم عندهم باش يروحوا يديروا بيهم قيرا في أوروب . باش دخلهم للعسكر ليقلك ديرله فترة تع سسمانة و لا شهر و لا 6 أشهر تعلمه أمور العسكر كيما لوغدسيري و واحد انتين . ليق تعلمهم له	38
1212	كانوا يجيبوا وحدين مساكين من البادية عايش فدوار صغير في غابة ما يعرف والو , عنده شوية غنم يصرح ما يعرف والو .	23
1213	يجوا لفرونسي يدوه دراع و يدخلوه و كانوا جايبين لهم واحد بياع , واحد خردة , ما يسواش , دلاق تع فرونسا مانيش باغي نقول كلمة وخدوخرا , يعرفوهم بلي ما يعرفوش يهدروا فرونسي يجيبوه يقولوله نتا دربهم هادوا بن عمك نتا تعرف تهدر معاهم . هو تالمون كلب باسكو ديجا جايح , لاش . شا كان يدير كان يطنز عليهم . كان كي يدخلهم للكزيرنة , كي يدربهم كان يقولهم . اسمحولي على عبارة باسكو صرات . هو هادا كلب , أهالي مساكين , قلاليل باسكو كلاش راه فوق راسه . كان يعاملهم كي حمير . مين كان يقولهم افونسي , زعما تمشى كي يعلمهم لوغدسيري يعده كي حمارهارر زعما نتا دابة . منبعد كي يتمشى يقوله , 1 , 2 هارر هي هارندوا . منبعد علاه ولاو تاوعنا يقصروا بها على الناس باسكو تبان ماشي غاية ماشي قافز كون جيت قافز كون راك هربت لهم . كانوا كي يشوفوا واحد كافي فايت للمدينة . كانوا يقولوا هادا مسكين غير هارندوا زعما هادا من جماعة هارر 1 , 2 . هادي بغيت نعرفكم شا هادي كلمة و أعطيتكم هاد ليزيقزومبل .	182
1214	باش تعرفوا بخيزونس تع ليزاميركان و عندها ايستوار كبيرة و أنا تعرف علاه درتها . اللي غايدتني ماشي قضية تع اللهجة الوهرانية بدات تروح ماشي على هادي كترة . بصح كترة على جال و الله العظيم اللي تغيد فتاريخ يوقع كدب بزاف و كاين وحدين حكاو على وهران بوحد لافاسون و الله الا تعيف . وهران فيل كبيرة , قروفيل يا جماعة . احكوا عليها بطريقة تكون شابة . بركونا من تخاريف تع بكري اللي تكتبوها في ليفريات و تشوفوها في تليفزيونات و بروبلام هو ناس تأمن , راهي حاسبة كيما يقولوا ألوغ سي فو , كدب فلكدب .	99
1215	أنا كون باغي نحكي على وهران نحكي عليها بفاسون شابة خويا . وهران ترازيام مويوغ بالكون أوموند .	18
1216	فرودومير .	2
1217	وهران باغمي بورميير فيل اللي عرفوا شوالا أرشيتاكتير عتمانية . و هي بورميير فيل الي كانت فيها وزين باستوس المعروف . وهران حية كبيرة ز كي تبغي تحكي , احكي فري .	32
1218	مام كي نسمع على هاديك ليستواغ تع كرانتيكا , هي الخرطي فالخرطي . حكاية فوتها ماشي قاع كيما هاك .	20
1219	ما تحكيها غاية غاية . سبنيول كانوا محاصرينهم العرب في سانتا كروز ملقاوش ماكلة لقاو الحمص .	17
1220	هاديك فوتها . سبنيول ماكنوش محاصرين في وهران . كي دخلوا سبنيول استعمروها عندك شوالا ما نجموش يزيدوا يستعمروا مدن وخدوخرا ما نجموش يقدموا هادا حصار . قعدوا 3 قرون و نتا محاصره و زيد يا سيدي راك محاصره . في ديك لابريود كان أسطول العتماني كان من أقوى أساطيل في العالم . دروك نتا في لأرض راك تقول راك محاصره و عندك أكبر أسطول تع دولة العتمانية . علاه محررتوش وهران .	73
1221	بوغ تو ديغ بالي ايستواغ ماشي كيما راهم حاكيينها لكم . ايتواغ بزاف ناس تكدب و تألف و ماشي هديك هي الحقيقة .	23
1222	وهران كاين هدرة كبيرة و كاين هدرة بزاف و شابة اللي كي تحكي عليها تحس بلي راك تحكي على حضارة و فيل كبيرة ما ركش تحكي على دوار و سي مالوغوا . و كي راني نقول هاك ما راني قاصد والو . راني قاصد بلي قاع اللي ساكن في وهران , وهراني و يستاهل باش يسكن في وهران و ما عندناش براني . و مرحبا بتولموند و مرحبا بلي جانا و جاب معاه و مام ما جابش معاه يابا دو بروبلام . فيف أورون و اسمحولي أنا ما غاديش نهدر هدرة اللي ماكنش . أنا نهدر لك شا صرا , مانيش نقولك غاية و لا ماشي غاية بكري غاية و لا ماشي غاية . و أنا نقولك شا كان كاين و أنت الله يسهل عليك .	126
1223	خطرة جاية غادي نحكيلكم على كلام فرونسي غادي تهبل بالضحك .	11
1224	ما تداصرنيش مانيش قدك . الدصارة توصل للخسارة .	9
1225	محمد ديقوردي ما تخافش عليه خليه وحده يسلك راسه .	10
1226	تجميع فديوهات المضحكة ل @@Lاط@@تِكتْك @@Lاط@@كَمeل @@Lاط@@فِت @@Lاط@@دز @@Lاط@@ةَرت 2 - @@Lاط@@ىُْطُبe	12
1227	و أنا هادا زهر عندي أنا , ناس يخونوها المافيا الله الله و أنا طحت فيك نتا . تخوف خويا شوالا هادا .	23
1228	شوالا جيب خدمي عابدين . خدمي شا باغي دير بيه خويا . دوك تشوفي شا باغي ندير بيه .	19
1229	يا منزعقوش ما تعرفش زعاقة . صحا خويا أنا علاه خونتوني . باش نطلبوا دراهم عليك . اه صحا هادا ماكان .	22
1230	نتا خويا و نقولك غير قطع لياس , سيغتوا ادا عيطت لبابا راه يبني ألف ما تشوفهاش منه .	19
1231	و ختي شهيناز بالك أنا ما فالحة في والو لا طياب لا تسياق . هاداك نهار ما لقاتني نسيق دار بسربيتا تع الوجه كلاتني تعرف . شا نزيدك ناكل بزاف , نضرب غير ميمة , نهرس شا نقولك .	39
1232	راكم دايرين فطور . راكي حاسبة روحك في ريستورون . يا هاو تخونوا عباد ربي في وقت فطور .	19
1233	صحا اعطوني شوية خبز بطوماطيس خيما نموتلكم هنا . صحا خويا أنا مسلسل تاعي يبدا على 2 مداري نتفرجه و نقيل , معندكمش ديمو هنا . لا مكانش . صحا اعطيني تليفونك نكونيكتي شوية حمبوك .	36
1234	تسما أنا خاونك نكدلك تليفون تكونيكتي .	7
1235	يا شا عندي حق ندير . جبتوني تكتلوني بالقنطة , دارنا و لا نتوما . صحا خويا تالية و الله . شا خصك تاني باغي تهبلينا .	27
1236	ما تقدوش تخونوا صحبتي تجي ترافقني شوية حمبوك و الله ما ننسالك خيرك .	14
1237	اي وين راكي رايحة نتيا كل يوم تخرجي مشعطة , أرواحي طلي عليا شوفي فيا . ماشي مرايا أنا . ديري أوموان شوية حمير راه قدامك . باغي ديري فيا هدرة يقولوا ما عندهاش مرايا فلدار .	37
1238	صايي جات عايشة لارقة تتكسل عليا . صايي حوك راح للعسكر لبستي مزير . شوالا هادا سروال نسرين و متلبساهش . يا حمير فلخدود , بيكاتشو . عليك الحمد عريس , ختك وجدت قبلك . رجال تع أخر زمان .	40
1239	ريحة دوشتلي بيها خويا شوالا هادا ? هادوا زوج شعيرات راهم عندك راك تمشطلي فيهم .	16
1240	ويي سافا كيراكي ? . راني جاي منطولش عليك . كانت باينة بنت الناس مسكينة عليها دعوة الشر . مانيش عارفة شا عجبها فيك . عينيا ضروني هاد الألوان ختي اللي راكي مخلطتهم , قوس قزح . هاهو وجهي الا لقيتي راجل .	43
1241	أعود بالله من شيطان الرجيم فقعتيني . هادا شا راكي مطلسة في وجهك . قهوة و كركم تع دار قاع كملتيهم .	22
1242	كاش نهار يطردوك من دار نتيا . نخيتك , كاتلة عمرها و تزيد طلس في لعسل . حمبوك هادا وجه يخسروا عليه ناس .	24
1243	ما تحشمش على روحك راني غير ساكتة لك من صباح و نتا دير حس كي تاكل . شوالا هادا ما تعرفش تاكل سيلونسيون .	24
1244	هاد مرقة مالحة اللي درتوها هنا , ما درتوش حمص فيها . صايي ناضت تلقملي عجوز , ولدي جيب لي مرا عمرلها فريجيدارو طيبلك شا راك باغي . ماما تقصف و لا تبالي . اضرب مرقة و لا تساعفني روح جيب ناكوس من عند قديروا و نتقاسموه أنا و اياك .	51
1245	مالكم ما تاكلوش مملحات بدون كريمة اللي درتهم تع ام وليد .	12
1246	لا بنتي حمد لله شبعنا . جيبوا ناكلهم وحدي نتوما ماشي وجه مملحات . هودي تحت بيعيهم .	18
1247	كون غير ما رانيش داير رجيم , جوعتوني ولا جيبوا نغمس معاكم شوية الموت راها غير ارفد ارفد . مزية جمعتوني معاكم في هاد طابلة ما نبغيش نجمع مع بز في طابلة صغيرة . يهبلوني يهدروا غير على ليجوي .	40
1248	أنا نبغي أتويات و جديد .	6
1249	نتيا تلقيت محمد تحت قالي قولي لأختك ترفد عليا , تصالحتوا و لا مازال .	15
1250	كون جاو نسا يخطبوا .	5
