"ID"	"Sentno"	"Wordno"	"Word"	"diac"	"msa"	"Proclitic"	"Stem"	"Enclitic"	"Root"	"Pattern"	"num"	"gen"	"Sentiment"	"en_gloss"	"fr_gloss"
"22783"	"1058"	"8"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"22784"	"1058"	"9"	"نهود"	"نهود"	"نَزَلَ"	"n/IV1S"	"هود/IV"	"(null)/IVSUFF_SUBJ:1S"	"هود"	"فعَّل - يفَعَّل"	"na"	"na"	"neutral"	"get_down"	"descendre"
"22785"	"1058"	"10"	"يدي"	"يدي"	"يَد"	""	"يد/NOUN_CONCRETE"	"ي/POSS_PRON"	"يدي"	"فَع"	"s"	"f"	"neutral"	"hand"	"main"
"22786"	"1058"	"11"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"22787"	"1058"	"12"	"هود"	"هود"	"نَزَلَ"	""	"هود/CV"	"(null)/CVSUFF_SUBJ :2MS"	"هود"	"فعَّل - يفَعَّل"	"na"	"na"	"neutral"	"descend,go"	"descendre,_aller"
"22788"	"1058"	"13"	"مقاطيعك"	"مقاطعيك"	"رِجْلَين"	""	"مقاطعي/NOUN_CONCRETE"	"ك/POSS_PRON"	"قطع"	"مَفَاعِيل"	"d"	"m"	"positive"	"feet"	"pieds"
"22789"	"1058"	"14"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"22790"	"1058"	"15"	"الحقيقة"	"الحقيقة"	"حَقِيقَة"	"Al/DET"	"حقيق/NOUN_ABSTRACT"	"ة/NSUFF_FEM_SG+(null)/CASE_DEF_GEN"	"حقق"	"فَعِيلَة"	"s"	"f"	"neutral"	"truth"	"vérité"
"22791"	"1058"	"16"	"جبتلك"	"جبتلك"	"أحضر"	""	"جب/PV"	"ت/PV SUFF_SUBJ :1S+ل/PREP+ك/POSS_PRON"	"جيب"	"فعَل - يفعِل"	"na"	"na"	"neutral"	"bring"	"apporter"
"22792"	"1058"	"17"	"سلعة"	"سلعة"	"سِلْعَة"	""	"سلع/NOUN_CONCRETE"	"ة/NSUFF_FEM_SG+(null)/CASE_INDEF_GEN"	"سلع"	"فِعْلَة"	"s"	"f"	"neutral"	"commodity"	"marchandise"
"22793"	"1058"	"18"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"22794"	"1058"	"19"	"سلعة"	"سلعة"	"سِلْعَة"	""	"سلع/NOUN_CONCRETE"	"ة/NSUFF_FEM_SG+(null)/CASE_INDEF_GEN"	"سلع"	"فِعْلَة"	"s"	"f"	"neutral"	"commodity"	"marchandise"
"22795"	"1058"	"20"	"من"	"من"	"مِن"	""	"من/PREP"	""	"none"	"none"	"na"	"na"	"neutral"	"from"	"de"
"22796"	"1058"	"21"	"نوع"	"نوع"	"نَوْع"	""	"نوع/NOUN_ABSTRACT"	""	"نوع"	"فَعْل"	"s"	"m"	"neutral"	"type"	"type"
"22797"	"1058"	"22"	"رفيع"	"رفيع"	"رَفِيع"	""	"رفيع/ADJ_QUALIT"	"(null)/CASE_DEF_NOM"	"رفع"	"فَعِيل"	"s"	"m"	"positive"	"high-ranking,_top-level"	"de_haut_niveau"
"22798"	"1058"	"23"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	"and"	"et"
"22799"	"1058"	"24"	"لا"	"لا"	"لا"	""	"لا/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	"or"	"ou"
"22800"	"1058"	"25"	"كيما"	"كيما"	"مِثْل"	""	"كيما/NOUN"	""	"none"	"none"	"na"	"na"	"neutral"	""	"as"
"22801"	"1058"	"26"	"مداري"	"مداري"	"بِالعَادة"	"m/PREP"	"داري/NOUN_ACTIVE_PART"	""	"دري"	"مفَاعِل"	"s"	"m"	"neutral"	"usually"	"d'habitude"
"22802"	"1058"	"27"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"22803"	"1059"	"1"	"راني"	"راني"	"إِنّني"	""	"ران/PRESENT_PART"	"ي/POSS_PRON"	"none"	"none"	"s"	"m"	"neutral"	""	"that"
"22804"	"1059"	"2"	"نقولك"	"نقولك"	"قالَ"	"n/IV1S"	"قول/IV"	"(null)/IVSUFF_MOOD:S+ك/IVSUFF_DO:2MS"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"say,tell"	"dire"
"22805"	"1059"	"3"	"ماشي"	"ماشي"	"لَيْسَ"	""	"ماشي/NEG_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"not"	"ne_pas"
"22806"	"1059"	"4"	"طيوان"	"طيوان"	"تَايوان"	""	"طيوان/NOUN_PROP_FOREIGN"	""	"none"	"none"	"s"	"m"	"neutral"	"Taiwan"	"Taïwan"
"22807"	"1059"	"5"	"سلعة"	"سلعة"	"سِلْعَة"	""	"سلع/NOUN_CONCRETE"	"ة/NSUFF_FEM_SG+(null)/CASE_INDEF_GEN"	"سلع"	"فِعْلَة"	"s"	"f"	"neutral"	"commodity"	"marchandise"
"22808"	"1059"	"6"	"راني"	"راني"	"إِنّني"	""	"ران/PRESENT_PART"	"ي/POSS_PRON"	"none"	"none"	"s"	"m"	"neutral"	""	"that"
"22809"	"1059"	"7"	"نقولك"	"نقولك"	"قالَ"	"n/IV1S"	"قول/IV"	"(null)/IVSUFF_MOOD:S+ك/IVSUFF_DO:2MS"	"قول"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"say,tell"	"dire"
"22810"	"1059"	"8"	"فن"	"فن"	"فَنّ"	""	"فن/GERUND"	""	"فنن"	"فَعْل"	"s"	"m"	"neutral"	"art"	"art"
"22811"	"1059"	"9"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"22812"	"1059"	"10"	"بيها"	"بيها"	"بِها"	""	"بي/PREP"	"ها/POSS_PRON"	"none"	"none"	"na"	"na"	"neutral"	"with_it"	"avec_ça"
"22813"	"1059"	"11"	"بكواغطها"	"بكواغطها"	"بِالأَوْرَاق"	""	"بكواغطها/FOREIGN"	""	"none"	"none"	"sp"	"m"	"neutral"	"with_papers"	"avec_les_papiers"
"22814"	"1059"	"12"	"بلكارت"	"بلكارت"	"بِطَاقَة"	""	"بلكارت/FOREIGN"	""	"none"	"none"	"s"	"m"	"neutral"	"card"	"carte"
"22815"	"1059"	"13"	"قريز"	"قريز"	"رَمَادِيَّة"	""	"قريز/FOREIGN"	""	"none"	"none"	"s"	"f"	"neutral"	"gray"	"grise"
"22816"	"1059"	"14"	"تاعها"	"تاعها"	"لِ"	""	"تاع/PREP"	"ها/POSS_PRON"	"none"	"none"	"na"	"na"	"neutral"	""	"of"
"22817"	"1059"	"15"	"مسورية"	"مسورية"	"مؤمنعليه"	""	"مسورية/FOREIGN"	""	"none"	"none"	"s"	"f"	"neutral"	"insured"	"assuré"
"22818"	"1059"	"16"	"بلاسيرونس"	"بلاسيرونس"	"تَاْمِين"	""	"بلاسيرونس/FOREIGN"	""	"none"	"none"	"na"	"na"	"neutral"	"assurance"	"assurance"
"22819"	"1059"	"17"	"تاعها"	"تاعها"	"لِ"	""	"تاع/PREP"	"ها/POSS_PRON"	"none"	"none"	"na"	"na"	"neutral"	""	"of"
"22820"	"1059"	"18"	"كلشي"	"كلشي"	"كُلّشَيْء"	""	"كلشي/NOUN_ABSTRACT"	""	"شيء"	"فَعْلي"	"na"	"na"	"neutral"	"everything"	"tout"
"22821"	"1059"	"19"	"خادمه"	"خادمة"	"شغل"	""	"خادم/NOUN_ACTIVE_PART"	"ة/NSUFF_FEM_SG"	"خدم"	"فَاعِلَة"	"s"	"f"	"neutral"	"fonctionner"	"operate"
"22822"	"1059"	"20"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"22823"	"1060"	"1"	"جيب"	"جيب"	"جَلبَ"	""	"جيب/CV"	"(null)/CVSUFF_SUBJ :2MS"	"جيب"	"فعَل - يفعِل"	"na"	"na"	"neutral"	"bring"	"amener"
"22824"	"1060"	"2"	"نشوف"	"نشوف"	"شَافَ"	"n/IV1S"	"شوف/IV"	"(null)/IVSUFF_SUBJ:1S"	"شوف"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"see"	"voir"
"22825"	"1060"	"3"	"سلعة"	"سلعة"	"سِلْعَة"	""	"سلع/NOUN_CONCRETE"	"ة/NSUFF_FEM_SG+(null)/CASE_INDEF_GEN"	"سلع"	"فِعْلَة"	"s"	"f"	"neutral"	"commodity"	"marchandise"
"22826"	"1060"	"4"	"كي"	"كي"	"كَيف"	""	"كي/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	"how"	"comment"
"22827"	"1060"	"5"	"دايرة"	"دايرة"	"فَاعِلة"	""	"داير/NOUN_ACTIVE_PART"	"ة/NSUFF_FEM_SG"	"دير"	"فَاعِلة"	"s"	"f"	"neutral"	"doing"	"faire"
"22828"	"1060"	"6"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"22829"	"1060"	"7"	"خويا"	"خويا"	"أَخّي"	""	"خو/NOUN_RELATIVE"	"يا/RELATIVE_YA"	"ءخو"	"فُعْلى"	"s"	"m"	"neutral"	"brother"	"frère"
"22830"	"1060"	"8"	"هيا"	"هيا"	"هِيَ"	""	"هيا/PRON_3FS"	""	"none"	"none"	"s"	"f"	"neutral"	"it,she"	"il,elle"
"22831"	"1060"	"9"	"هيا"	"هيا"	"هِيَ"	""	"هيا/PRON_3FS"	""	"none"	"none"	"s"	"f"	"neutral"	"it,she"	"il,elle"
"22832"	"1060"	"10"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"22833"	"1060"	"11"	"شوفي"	"شوفي"	"شَاف"	""	"شوف/CV"	"ي/CVSUFF_SUBJ : 2FS"	"شوف"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"look,_listen"	"ecoute_,_regarde"
"22834"	"1060"	"12"	"سلعة"	"سلعة"	"سِلْعَة"	""	"سلع/NOUN_CONCRETE"	"ة/NSUFF_FEM_SG+(null)/CASE_INDEF_GEN"	"سلع"	"فِعْلَة"	"s"	"f"	"neutral"	"commodity"	"marchandise"
"22835"	"1060"	"13"	"كي"	"كي"	"كَيف"	""	"كي/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	"how"	"comment"
"22836"	"1060"	"14"	"دايرة"	"دايرة"	"فَاعِلة"	""	"داير/NOUN_ACTIVE_PART"	"ة/NSUFF_FEM_SG"	"دير"	"فَاعِلة"	"s"	"f"	"neutral"	"doing"	"faire"
"22837"	"1060"	"15"	"تبيع"	"تبيع"	"باعَ"	"t/IV3FS"	"بيع/IV"	"(null)/IVSUFF_SUBJ: 3FS"	"بيع"	"فعَل - يفعِل"	"na"	"na"	"neutral"	"sell"	"vendre"
"22838"	"1060"	"16"	"روحها"	"روحها"	"رُوح"	""	"روح/NOUN_ABSTRACT"	"ها/POSS_PRON"	"روح"	"فُعْل"	"s"	"f"	"neutral"	"self"	"soi"
"22839"	"1060"	"17"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"22840"	"1060"	"18"	"سلعة"	"سلعة"	"سِلْعَة"	""	"سلع/NOUN_CONCRETE"	"ة/NSUFF_FEM_SG+(null)/CASE_INDEF_GEN"	"سلع"	"فِعْلَة"	"s"	"f"	"neutral"	"commodity"	"marchandise"
"22841"	"1060"	"19"	"ماشي"	"ماشي"	"لَيْسَ"	""	"ماشي/NEG_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"not"	"ne_pas"
"22842"	"1060"	"20"	"طايوان"	"طايوان"	"طايوان"	""	"طايوان/NOUN_PROP_FOREIGN"	""	"none"	"none"	"na"	"na"	"neutral"	"Taiwan"	"Taïwan"
"22843"	"1060"	"21"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"22844"	"1061"	"1"	"هادي"	"هادي"	"هذٍه"	""	"هادي/DEM_PRON_FS"	""	"هدي"	"فَاعِل"	"s"	"f"	"neutral"	""	"this"
"22845"	"1061"	"2"	"مالها"	"مالها"	"مابِهَا"	""	"ما/INTERROG_PART"	"ل/PREP+ها/POSS_PRON"	"none"	"none"	"s"	"f"	"neutral"	""	"qu'est-ce_qui_ne_va_pas_avec_elle_?_x;_what's_wrong_with_her?"
"22846"	"1061"	"3"	"تزعبط"	"تزعبط"	"زَعْبَط(تَخًبَطَ)"	"t/IV3FS"	"زعبط/IV"	"(null)/IVSUFF_SUBJ: 3FS"	"زعبط"	"فعَل - يفعَل"	"na"	"na"	"neutral"	"wallow"	"se_vautrer"
"22847"	"1061"	"4"	"كي"	"كي"	"مِثل"	""	"كي/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	"like"	"comme"
"22848"	"1061"	"5"	"جدع"	"جدع"	"جِدْع"	""	"جدع/NOUN_CONCRETE"	""	"جدع"	"فِعْل"	"s"	"m"	"neutral"	"trunk"	"tronc"
"22849"	"1061"	"6"	"مالكي"	"مالكي"	"مابِك"	""	"ما/INTERROG_PART"	"ل/PREP+كي/POSS_PRON"	"none"	"none"	"s"	"f"	"neutral"	"What's_your_problem"	"qu'est_ce_que_ta"
"22850"	"1061"	"7"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"22851"	"1061"	"8"	"كي"	"كي"	"مِثل"	""	"كي/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	"like"	"comme"
"22852"	"1061"	"9"	"دايرة"	"دايرة"	"فَاعِلة"	""	"داير/NOUN_ACTIVE_PART"	"ة/NSUFF_FEM_SG"	"دير"	"فَاعِلة"	"s"	"f"	"neutral"	"doing"	"faire"
"22853"	"1061"	"10"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	"and"	"et"
"22854"	"1061"	"11"	"الحنا"	"الحنا"	"نَ"	""	"الحنا/TYPO"	""	"none"	"none"	"na"	"na"	"neutral"	""	"na"
"22855"	"1061"	"12"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"22856"	"1061"	"13"	"شعال"	"شعال"	"كَمْ"	""	"شعال/INTERROG_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"how_many,_much"	"combien"
"22857"	"1061"	"14"	"طالب"	"طالب"	"طَالَب"	""	"طالب/NOUN_ACTIVE_PART"	""	"طلب"	"فَاعل"	"na"	"na"	"neutral"	"demand,require"	"demander"
"22858"	"1061"	"15"	"فيها"	"فيها"	"فِي"	""	"في/PREP"	"ها/PRON_3FS"	"none"	"none"	"na"	"na"	"neutral"	"in"	"dans"
"22859"	"1061"	"16"	"?"	"?"	"?"	""	"?/PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"?"
"22860"	"1061"	"17"	"شعال"	"شعال"	"كَمْ"	""	"شعال/INTERROG_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"how_many,_much"	"combien"
"22861"	"1061"	"18"	"هادي"	"هادي"	"هذٍه"	""	"هادي/DEM_PRON_FS"	""	"هدي"	"فَاعِل"	"s"	"f"	"neutral"	""	"this"
"22862"	"1061"	"19"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"22863"	"1061"	"20"	"غير"	"غير"	"فَقَط"	""	"غير/ADV"	""	"غير"	"فِعل"	"s"	"m"	"neutral"	"just,only"	"seulement"
"22864"	"1061"	"21"	"مين"	"مين"	"لَمّا"	""	"مين/SUBJUNC_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"as,_when"	"quand"
"22865"	"1061"	"22"	"نتي"	"نتي"	"أَنْتِ"	""	"نتي/PRON"	""	"ءنت"	"فَعْل"	"na"	"na"	"neutral"	""	"you_[fem.sg.]"
"22866"	"1061"	"23"	"نتي"	"نتي"	"أَنْتِ"	""	"نتي/PRON"	""	"ءنت"	"فَعْل"	"na"	"na"	"neutral"	""	"you_[fem.sg.]"
"22867"	"1061"	"24"	"مرا"	"مرا"	"مَرْأَة"	""	"مرا/NOUN"	"(null)/CASE_INDEF_(ACC_GEN)"	"مرء"	"فَعَلَ"	"s"	"f"	"neutral"	"woman,wife"	"femme,_épouse"
"22868"	"1062"	"1"	"مليحة"	"مليحة"	"جَيِدَة"	""	"مليح/ADJ_QUALIT"	"(null)/CASE_INDEF_(ACC_GEN)+ة/NSUFF_FEM_SG"	"ملح"	"فَعِيلة"	"s"	"f"	"positive"	"well"	"bien"
"22869"	"1062"	"2"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	"and"	"et"
"22870"	"1062"	"3"	"نبغيك"	"نبغيك"	"أحِبُك"	"n/IV1S"	"بغي/IV"	"(null)/IVSUFF_SUBJ:1S+ك/IVSUFF_DO:2MS"	""	"فعَل - يفعِل"	"na"	"na"	"neutral"	"I_love_you"	"Je_t'aime"
"22871"	"1062"	"4"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"22872"	"1062"	"5"	"400"	"400"	""	""	"400/NUMBER"	""	"none"	"none"	"na"	"na"	"neutral"	""	"400"
"22873"	"1062"	"6"	"دورو"	"دورو"	"قِطْعَةنَقْدِية"	""	"دورو/FOREIGN"	""	"none"	"none"	"s"	"m"	"neutral"	"coin"	"pièce_de_monnaie"
"22874"	"1062"	"7"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"22875"	"1062"	"8"	"هادي"	"هادي"	"هذٍه"	""	"هادي/DEM_PRON_FS"	""	"هدي"	"فَاعِل"	"s"	"f"	"neutral"	""	"this"
"22876"	"1062"	"9"	"ما"	"ما"	"ما,لم"	""	"ما/NEG_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"not"	"ne_pas"
"22877"	"1062"	"10"	"تصلحش"	"تصلحش"	"لايَنْفَع"	"t/IV3FS"	"صلح/IV"	"(null)/IVSUFF_SUBJ: 3FS +ش/NEG_PART"	"صلح"	"فعَل - يفعَل"	"na"	"na"	"neutral"	"useless"	"inutile"
"22878"	"1062"	"11"	"حتى"	"حتى"	"حَتَّى"	""	"حتى/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	"and,and_even"	"et,et_même"
"22879"	"1062"	"12"	"كياسة"	"كياسة"	"كَاسَةٌ"	""	"كياس/NOUN_CONCRETE"	"ة/NSUFF_FEM_SG"	""	"فَعَالَة"	"s"	"f"	"neutral"	"loofah"	"luffa"
"22880"	"1062"	"13"	"فلحمام"	"فلحمام"	"حَمّام"	"f/PREP+l/DET"	"حمام/NOUN_CONCRETE"	"(null)/CASE_DEF_GEN"	"حمم"	"فَعَّال"	"s"	"m"	"neutral"	"bathhouse"	"hammam"
"22881"	"1062"	"14"	"تقبل"	"تقبل"	"قَبِلَ"	"t/IV3FS"	"قبل/IV"	"(null)/IVSUFF_MOOD:S"	"قبل"	"فعِل - يفعَل"	"na"	"na"	"neutral"	"accept"	"accepter"
"22882"	"1062"	"15"	"100"	"100"	""	""	"100/NUMBER"	""	"none"	"none"	"na"	"na"	"neutral"	""	"100"
"22883"	"1062"	"16"	"?"	"?"	"?"	""	"?/PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"?"
"22884"	"1062"	"17"	"علاه"	"علاه"	"لِماذا"	""	"علاه/REL_ADV"	""	"none"	"none"	"s"	"m"	"neutral"	""	"why"
"22885"	"1062"	"18"	"رانا"	"رانا"	"إننا"	""	"را/PV"	"نا/PV SUFF_SUBJ :1P"	"none"	"none"	"na"	"na"	"neutral"	"we_are"	"nous_sommes"
"22886"	"1062"	"19"	"خاونينها"	"خاونينها"	"خَطَفَ"	""	"خاون/NOUN_ACTIVE_PART"	"ين/NSUFF_MASC_PL_NOM+ها/POSS_PRON"	"خون"	"فَاعِل"	"na"	"na"	"negative"	"kidnap"	"kidnapper"
"22887"	"1062"	"20"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	"and"	"et"
"22888"	"1062"	"21"	"لا"	"لا"	"لا"	""	"لا/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	"or"	"ou"
"22889"	"1062"	"22"	"ملكطة"	"ملكطة"	"لَقِيطَة"	""	"ملكط/NOUN_PASSIVE_PART"	"ة/NSUFF_FEM_SG"	"لقط"	"مْفَعَلَة"	"s"	"f"	"negative"	"bastard"	"bâtard"
"22890"	"1062"	"23"	"هادي"	"هادي"	"هذٍه"	""	"هادي/DEM_PRON_FS"	""	"هدي"	"فَاعِل"	"s"	"f"	"neutral"	""	"this"
"22891"	"1063"	"1"	"شا"	"شا"	"مَاذا"	""	"شا/INTERROG_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"what"	"quoi"
"22892"	"1063"	"2"	"هدره"	"هدره"	"تَكَلَم"	""	"هدر/PV"	"(null)/PV SUFF_SUBJ :3MS+ه/PVSUFF_DO:3MS"	"هدر"	"فعَّل - يفعَّل"	"na"	"na"	"neutral"	"speak"	"parler"
"22893"	"1063"	"3"	"هادا"	"هادا"	"هَذا"	""	"هاد/DEM_PRON"	"ا/PRON_3MS"	"none"	"none"	"s"	"m"	"neutral"	""	"this"
"22894"	"1063"	"4"	"بلع"	"بلع"	"اصمت"	""	"بلع/CV"	"(null)/CVSUFF_SUBJ :2MS"	"بلع"	"فعَّل - يفعَّل"	"na"	"na"	"neutral"	"shut_your_mouth"	"ferme_ta_bouche"
"22895"	"1063"	"5"	"فمك"	"فمك"	"فَمُك"	""	"فم/NOUN_CONCRETE"	"ك/POSS_PRON"	"فمو"	"فَع"	"s"	"m"	"neutral"	"mouth"	"bouche"
"22896"	"1063"	"6"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"22897"	"1063"	"7"	"شا"	"شا"	"مَاذا"	""	"شا/INTERROG_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"what"	"quoi"
"22898"	"1063"	"8"	"هدرك"	"هدرك"	"تَكَلَم"	""	"هدر/PV"	"(null)/PV SUFF_SUBJ :3MS+ك/PVSUFF_DO:2MS"	"هدر"	"فعَّل - يفعَّل"	"na"	"na"	"neutral"	"speak"	"parler"
"22899"	"1063"	"9"	"نتايا"	"نتايا"	"أَنْتَ"	""	"نتايا/PRON"	""	"أنت"	"none"	"na"	"na"	"neutral"	"you_[masc.sg.]"	"tu"
"22900"	"1063"	"10"	"خلينا"	"خلينا"	"خَلَّى"	""	"خلي/CV"	"(null)/CVSUFF_SUBJ :2MS +نا/CVSUFF_DO:1P"	"خلي"	"فعَّل - يفعِّل"	"na"	"na"	"neutral"	"let"	"laisser"
"22901"	"1063"	"11"	"نتفاهموا"	"نتفاهموا"	"تَفاهُم"	"n/IV1P"	"تفاهم/IV"	"وا/IVSUFF_SUBJ:MP_MOOD:SJ"	"فهم"	"تَفَاعَل - يَتَفَاعَل"	"na"	"na"	"neutral"	"agree"	"être_d'accord"
"22902"	"1063"	"12"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"22903"	"1063"	"13"	"شوفي"	"شوفي"	"شَاف"	""	"شوف/CV"	"ي/CVSUFF_SUBJ : 2FS"	"شوف"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"look,_listen"	"ecoute_,_regarde"
"22904"	"1063"	"14"	"130"	"130"	""	""	"130/NUMBER"	""	"none"	"none"	"na"	"na"	"neutral"	""	"130"
"22905"	"1063"	"15"	"دورو"	"دورو"	"قِطْعَةنَقْدِية"	""	"دورو/FOREIGN"	""	"none"	"none"	"s"	"m"	"neutral"	"coin"	"pièce_de_monnaie"
"22906"	"1063"	"16"	"."	"."	"."	""	"./PUNC"	""	"none"	"none"	"na"	"na"	"neutral"	""	"."
"22907"	"1063"	"17"	"لا"	"لا"	"لا"	""	"لا/NEG_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"not,_neither-nor"	"non,_ni_l'un_ni_l'autre"
"22908"	"1063"	"18"	"لا"	"لا"	"لا"	""	"لا/NEG_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"not,_neither-nor"	"non,_ni_l'un_ni_l'autre"
"22909"	"1063"	"19"	"105"	"105"	""	""	"105/NOUN_NUM"	""	"none"	"none"	"na"	"na"	"neutral"	""	"105"
"22910"	"1063"	"20"	"اه"	"اه"	"يَا"	""	"اه/VOC_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"oh"	"Ah"
"22911"	"1063"	"21"	"130"	"130"	""	""	"130/NUMBER"	""	"none"	"none"	"na"	"na"	"neutral"	""	"130"
"22912"	"1063"	"22"	"راه"	"راه"	"إِنّه"	""	"راه/PRESENT_PART"	""	"none"	"none"	"na"	"na"	"neutral"	"is"	"est"
"22913"	"1063"	"23"	"فيها"	"فيها"	"فِي"	""	"في/PREP"	"ها/PRON_3FS"	"none"	"none"	"na"	"na"	"neutral"	"in"	"dans"
"22914"	"1063"	"24"	"ليزامبو"	"ليزامبو"	"الضَرائِب"	""	"ليزامبو/FOREIGN"	""	"none"	"none"	"sp"	"m"	"neutral"	"taxes"	"les_impôts"
"22915"	"1063"	"25"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	"and"	"et"
"22916"	"1063"	"26"	"تيفيا"	"تيفيا"	"ضريبهالقيمهالمضافه"	""	"تيفيا/FOREIGN"	""	"none"	"none"	"na"	"na"	"neutral"	"TVA"	"TVA"
"22917"	"1063"	"27"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	"and"	"et"
"22918"	"1063"	"28"	"فيها"	"فيها"	"فِي"	""	"في/PREP"	"ها/PRON_3FS"	"none"	"none"	"na"	"na"	"neutral"	"in"	"dans"
"22919"	"1063"	"29"	"نخلص"	"نخلص"	"دَفَع"	"n/IV1S"	"خلص/IV"	"(null)/IVSUFF_SUBJ:1S"	"خلص"	"فعَّل - يفعَّل"	"na"	"na"	"neutral"	"pay"	"payer"
"22920"	"1063"	"30"	"خدام"	"خدام"	"عامل"	""	"خدام/NOUN_ACTIVE_PART"	"(null)/IVSUFF_SUBJ: 3MS"	"خدم"	"فعَل - يفعِل"	"na"	"na"	"neutral"	"worker"	"travailleur"
"22921"	"1063"	"31"	"و"	"و"	"وَ"	""	"و/CONJ"	""	"none"	"none"	"na"	"na"	"neutral"	"and"	"et"
"22922"	"1063"	"32"	"انشاء"	"انشاء"	"إنشَاءَ"	"An/OTHER"	"شاء/PV"	"(null)/PVSUFF_SUBJ:3MS"	"شيء"	"فعَل - يفعَل"	"na"	"na"	"positive"	"want"	"vouloir"
"22923"	"1063"	"33"	"الله"	"الله"	"اللَّه"	""	"الله/NOUN_PROP"	""	"ءله"	"عَال"	"s"	"m"	"positive"	""	"Allah;God"
"22924"	"1063"	"34"	"فيها"	"فيها"	"فِي"	""	"في/PREP"	"ها/PRON_3FS"	"none"	"none"	"na"	"na"	"neutral"	"in"	"dans"
"22925"	"1063"	"35"	"غادي"	"غادي"	"سَوفَ"	""	"غادي/FUT_PART"	""	"none"	"none"	"na"	"na"	"neutral"	""	"will"
"22926"	"1063"	"36"	"ندخل"	"ندخل"	"دَخَل"	"n/IV1S"	"دخل/IV"	"(null)/IVSUFF_SUBJ:1S"	"دخل"	"فعَل - يفعُل"	"na"	"na"	"neutral"	"enter"	"entrer"
