sample_id	cefr	domain	topic	arabic	latin	ko	en	source_locator	reviewer_id	oran_native_confirmed	rating	suggested_arabic	comment	reviewed_at
ODC-000147	A2	city_transport	city and transport	من بعد طلعوا فيه ردوه ديميل و ابري مرقوها ولا 400 دج و كون غي بارك كي ناس مسقم و لا جاي كي بيست و ما فيها والو حتى قدرون و مكانش قلنا معليش مهم يعسها .	mn b3d tl3w fyh rdwh dymyl w abry mr9wha wla 400 dj w kwn ghy park ky nas ms9m wla jay ky byst w ma fyha wlw 7ta 9drwn w makanch 9lna m3lych mhm y3sha .	그다음 요금을 2,000디나르로 올렸다가 400디나르를 받았어. 주차장이 잘 정비되어 있거나 포장도로처럼 되어 있으면 좋았겠지만, 아무것도 없었고 아스팔트조차 없었어. 그래도 우리는 괜찮다고 했어. 중요한 건 관리되고 있다는 거였지.	Then they raised the fee to 2,000 dinars and later charged 400 dinars. If only the parking area had been maintained or paved like a proper road; it had nothing, not even asphalt. Still, we said it was fine as long as it was watched.	MADOran_Sentences.tsv:Sentno=404	ORAN_R2					
ODC-000148	A1	city_transport	city and transport	نكملها أبيي خير لي . وين راكي رايحة ختي ? راني رايحة للدار . قزان أنا وين نعرف داركم .	nkmlha abyy khyr ly . wyn raky ray7a khty ? rany ray7a lldar . 9zan ana wyn n3rf darkm .	나머지는 차라리 걸어서 끝내는 게 낫겠어. 누나, 어디 가? 나는 집에 가. 사촌아, 네 집이 어디인지 내가 어떻게 알겠어?	I would rather finish the rest on foot. Where are you going, sister? I am going home. Cousin, how would I know where your house is?	MADOran_Sentences.tsv:Sentno=1285	ORAN_R2					
ODC-000151	A1	body_health	body and health	أيا واي طيحتني براس ما ما راني قاعدها .	aya way ty7tny bras ma ma rany 9a3dha .	아, 머리를 부딪혔어. 나는 여기 앉아 있어.	Oh, it hit me in the head; I am sitting here.	MADOran_Sentences.tsv:Sentno=692	ORAN_R2					
ODC-000152	A1	body_health	body and health	صحا ختي روحي . نريان صباح خير . صباح خير حبيبتي كيراكي ? غاية .	s7a khty rw7y . nryan sba7 khyr . sba7 khyr 7bybty kyraky ? ghaya .	좋은 아침이야, 자기야. 잘 지내? 좋아.	Good morning, my dear. How are you? Fine.	MADOran_Sentences.tsv:Sentno=838	ORAN_R2					
ODC-000156	A1	body_health	body and health	عبد القادر : كيراك داير	3bd al9adr : kyrak dayr	압델카데르: 잘 지내?	Abdelkader: How are you doing?	MADOran_Sentences.tsv:Sentno=1149	ORAN_R2					
ODC-000157	A1	body_health	body and health	عبد القادر : لاباس	3bd al9adr : labas	압델카데르: 괜찮아.	Abdelkader: Fine.	MADOran_Sentences.tsv:Sentno=1151	ORAN_R2					
ODC-000161	A1	body_health	body and health	خالتي حليمة كيراكي ? كيراك ولدي راكي غاية ? صحتك لاباس . غاية حمد لله . الله يحفظك ميمتي .	khalty 7lyma kyraky ? kyrak wldy raky ghaya ? s7tk labas . ghaya 7md llh . allh y7fzk mymty .	할리마 이모, 잘 지내? 얘야, 너는 어때? 잘 지내고 건강하지? 좋아, 하느님께 감사해. 하느님이 지켜 주시길 바라, 엄마.	Aunt Halima, how are you? How are you, my son? Are you well? Is your health okay? Fine, thank God. May God protect you, Mom.	MADOran_Sentences.tsv:Sentno=905	ORAN_R2					
ODC-000163	A2	body_health	body and health	خالتي زوليخة كيراكي غاية لاباس ? غايا ميمتي الله يحفظك . مرزاق كيراك ? كيراكي دليلة ? وين كنت ? عندك سيمانة مبنتش .	khalty zwlykha kyraky ghaya labas ? ghaya mymty allh y7fzk . mrza9 kyrak ? kyraky dlyla ? wyn knt ? 3ndk symana mbntch .	줄라이카 이모, 잘 지내? 잘 지내, 엄마. 하느님이 지켜 주시길 바라. 마르주크, 너는 어때? 달릴라, 너는 어때? 어디 있었어? 일주일 동안 보이지 않았어.	Aunt Zuleikha, how are you? Fine, Mom. May God protect you. Marzouk, how are you? Dalila, how are you? Where were you? You have not appeared for a week.	MADOran_Sentences.tsv:Sentno=906	ORAN_R2					
ODC-000168	A2	body_health	body and health	و من بعد كي زعما تقرب لافان تع عرس كي تكوني تسيلي بعرق عطشانة مهم كي تكوني فريمون فريمون عيانة نلبس حيا سامبل منديرش دجين كي تكوني تسيلي بعرق ميدخولكش .	w mn b3d ky z3ma t9rb lafan t3 3rs ky tkwny tsily b3r9 3tchana mhm ky tkwny frymwn frymwn 3yana nlbs 7ya sambl mndyrch djyn ky tkwny tsily b3r9 mydkhlkch .	그리고 결혼식이 끝날 무렵, 네가 땀을 흘리고 목이 마를 때, 특히 네가 아주 지쳤을 때 나는 간단한 옷을 입어. 나는 청바지를 입지 않아. 네가 땀을 흘릴 때는 청바지가 잘 맞지 않기 때문이야.	And later, near the end of the wedding, when you are sweating and thirsty, especially when you are really exhausted, I wear something simple; I do not wear jeans, because when you are sweating they do not go on well.	MADOran_Sentences.tsv:Sentno=580	ORAN_R2					
ODC-000169	A2	body_health	body and health	الطبيب قال للسكريتيرة جيبيلي قرعة رقم 22	tbib 9al lskritira jibli 9r3a r9m 22	의사가 비서에게 22번 병을 가져오라고 말했어.	The doctor told the secretary to bring bottle number 22.	MADOran_Sentences.tsv:Sentno=944	ORAN_R2					
ODC-000170	A2	body_health	body and health	ويي سافا كيراكي ? . راني جاي منطولش عليك . كانت باينة بنت الناس مسكينة عليها دعوة الشر . مانيش عارفة شا عجبها فيك . عينيا ضروني هاد الألوان ختي اللي راكي مخلطتهم , قوس قزح . هاهو وجهي الا لقيتي راجل .	wy sfa kyraky ? . rani jay mntwlch 3lik . kant bayna bnt nas mskyna 3liha d3wa chr . manich 3arfa cha 3jbha fik . 3ynya drwni had l lwan khty lly raky mkhltthm , 9ws 9z7 . hahw wjhy ila l9iti rjl .	안녕, 잘 지내? 곧 갈게. 그 여자는 불쌍해 보였고 불운을 겪고 있었어. 그녀가 네게서 무엇을 좋아하는지 모르겠어. 네가 섞은 이 무지개색 때문에 내 눈이 아파. 여기 내 얼굴이야, 남자를 찾으면.	Hi, how are you? I am coming soon. She looked like a poor woman with bad luck. I do not know what she likes about you. My eyes hurt because of these rainbow colors you mixed. Here is my face, if you find a man.	MADOran_Sentences.tsv:Sentno=1240	ORAN_R2					
ODC-000171	A2	body_health	body and health	ألو كابيني ميديكال تع راجلي . تع دكتور قندسي . باغي نحجي نفوت ختي دكتور قندسي راه هنا . لا ما راهش هنا ليوم غدوة ادا بغيتي علاه وين راه ?	alw kabyny mydykal t3 rajly . t3 dktwr 9ndsy . baghy n7jy nfwt khty dktwr 9ndsy rah hna . la ma rahch hna lywm ghdwa ada bghyty 3lah wyn rah ?	여보세요, 남편의 병원인 칸두시 의사 진료실인가요? 들어가고 싶어요. 칸두시 의사 선생님이 여기 있나요? 아니요, 오늘은 안 계세요. 원하면 내일 오세요. 왜요, 선생님은 어디 계세요?	Hello, is this my husband's medical clinic, Dr Qandoussi's? I want to come by, sister. Is Dr Qandoussi here? No, he is not here today; come tomorrow if you want. Why, where is he?	MADOran_Sentences.tsv:Sentno=1348	ORAN_R2					
ODC-000172	A2	body_health	body and health	جزائري راح لفرنسا دار عيادة طبية .	jzayry ra7 lfrnsa dar 3yada tbya .	한 알제리 사람이 프랑스로 가서 진료소를 열었어.	An Algerian went to France and opened a medical clinic.	MADOran_Sentences.tsv:Sentno=938	ORAN_R2					
ODC-000175	A1	food_shopping	food and shopping	انا هكا ندير و نزيد شوية حشيش تع كرافس الي درناه خطرة لولا	ana hka ndyr w nzyd chwya 7chych t3 krafs aly drnah khtra lwla	나는 이렇게 하고, 전에 썼던 셀러리를 조금 더 넣어.	That is how I do it, and I add a little celery that we used earlier.	MADOran_Sentences.tsv:Sentno=375	ORAN_R2					
ODC-000176	A1	food_shopping	food and shopping	كي تطحنيها ادا خرجت تقيلة تزيدلها غير شوية ما حامي بزاف غير ادا شفتيها تقيلة	ky tt7nyha ada khrjt t9yla tzydlha ghyr chwya ma 7amy bzaf ghyr ada chftyha t9yla	갈고 나서 너무 걸쭉하면, 걸쭉해 보일 때 뜨거운 물을 조금만 더 넣어.	If it comes out thick after blending, add only a little hot water if you see that it is thick.	MADOran_Sentences.tsv:Sentno=379	ORAN_R2					
ODC-000178	A1	food_shopping	food and shopping	قدبي قدرة و ديري فيها ماء و فرغي ديك كروطة بيها بصوالحها فكسكاس وخليها تفور	9dby 9dra w dyry fyha ma2 w frghy dyk krwta byha bswal7ha fkskas wkhlyha tfwr	냄비를 가져와 물을 넣고, 당근과 재료를 쿠스쿠스 찜기에 부은 다음 쪄.	Take a pot, put water in it, empty the carrot and its ingredients into a couscous steamer, and let it steam.	MADOran_Sentences.tsv:Sentno=389	ORAN_R2					
ODC-000179	A1	food_shopping	food and shopping	واه شوفي توجدي كيلو تع كلمار تنقيه قاع من داخل و من برا و وخريه على جهة	wah chwfy twjdy kylw t3 klmar tn9yh 9a3 mn dakhl w mn bra w wkhryh 3la jha	오징어 1킬로를 준비해서 안팎을 깨끗이 손질한 뒤 한쪽에 두어.	Prepare one kilo of squid, clean it completely inside and out, and set it aside.	MADOran_Sentences.tsv:Sentno=392	ORAN_R2					
ODC-000180	A1	food_shopping	food and shopping	و تقضبي كل كلمار تعمرها بلفاخص تع روز و تبلعيها بكيردون .	w t9dby kl klmar t3mrha blfakhs t3 rwz w tbl3yha bkyrdwn .	오징어 하나하나에 쌀소를 채우고 이쑤시개로 닫아.	Take each squid, fill it with rice stuffing, and close it with a toothpick.	MADOran_Sentences.tsv:Sentno=394	ORAN_R2					
ODC-000181	A1	food_shopping	food and shopping	و منبعد يقسمو علينا قاطو منوع و قهوة و لاتاي و تكمل سهرة و ناس تشور .	w mnb3d y9smw 3lyna 9atw mnw3 w 9hwa w latay w tkml shra w nas tchwr .	그다음 여러 가지 과자와 커피, 차를 나누고 저녁은 사람들이 이야기를 나누며 끝나.	Then they distribute assorted cake, coffee, and tea, and the evening ends with people chatting.	MADOran_Sentences.tsv:Sentno=419	ORAN_R2					
ODC-000182	A1	food_shopping	food and shopping	شا باغية طيبي ? حريرة . حريرة كل يوم حريرة .	cha baghya tyby ? 7ryra . 7ryra kl ywm 7ryra .	무엇을 요리하고 싶어? 하리라. 매일 하리라, 하리라.	What do you want to cook? Harira. Harira every day, harira.	MADOran_Sentences.tsv:Sentno=849	ORAN_R2					
ODC-000183	A1	food_shopping	food and shopping	شا هي ما راني نخبز . خلي أنا نكمله غير نوضي هداك مطلوع أنا نكمله .	cha hy ma rany nkhbz . khly ana nkmlh ghyr nwdy hdak mtlw3 ana nkmlh .	뭐야? 나 지금 빵을 굽고 있어. 놔둬, 내가 끝낼게. 그 마틀루 빵만 들어 줘. 내가 마무리할게.	What is it? I am baking. Leave it; I will finish it. Just lift that matlou bread; I will finish it.	MADOran_Sentences.tsv:Sentno=1042	ORAN_R2					
ODC-000184	A1	food_shopping	food and shopping	سؤال زاوج هو يكون شا هي احسن ماكلة جزايرية تعجبك ?	swal zawj hw ykwn cha hy a7sn makla jzayrya t3jbk ?	두 번째 질문이야. 어떤 알제리 음식이 가장 좋아?	Question two: which Algerian food do you like best?	MADOran_Sentences.tsv:Sentno=563	ORAN_R2					
ODC-000185	A1	food_shopping	food and shopping	سؤال رابع احسن حلو جزايري يعجبك ?	swal rab3 a7sn 7lw jzayry y3jbk ?	네 번째 질문이야. 어떤 알제리 디저트가 가장 좋아?	Question four: which Algerian dessert do you like best?	MADOran_Sentences.tsv:Sentno=567	ORAN_R2					
ODC-000186	A1	food_shopping	food and shopping	المكراشة : شا بغيت نقولك نروحوا عشية عند مصطفى نفطروا , بصح راها عاد 8 .	almkracha : cha bghyt n9wlk nrw7wa 3chya 3nd mstfa nftrwa , bs7 raha 3ad 8 .	내가 말하려던 건, 오늘 저녁 무스타파네에 가서 이프타르를 먹자는 거야. 그런데 아직 8시밖에 안 됐어.	What I wanted to tell you is: let's go have iftar at Mustafa's this evening, but it is only eight.	MADOran_Sentences.tsv:Sentno=1306	ORAN_R2					
ODC-000187	A1	food_shopping	food and shopping	لا بنتي حمد لله شبعنا . جيبوا ناكلهم وحدي نتوما ماشي وجه مملحات . هودي تحت بيعيهم .	la bnty 7md llh chb3na . jybwa naklhm w7dy ntwma machy wjh mml7at . hwdy t7t by3yhm .	아니, 얘야. 하느님께 감사하게 우리는 배불러. 그것들을 가져와. 내가 혼자 먹을게. 너희는 과자를 좋아하지 않으니 아래로 가져가서 팔아.	No, my daughter, thank God we are full. Bring them; I will eat them alone. You are not fans of pastries, so take them downstairs and sell them.	MADOran_Sentences.tsv:Sentno=1246	ORAN_R2					
ODC-000188	A2	food_shopping	food and shopping	نحطو زوج حبات بصل متوسطين و لا حبة كبيرة . قطعتها غي هاك طراف طراف باسكو ابري غادي تنطحن و حطيت تاني معها ثوم .	n7tw zwj 7bat bsl mtwstyn w la 7ba kbyra . 9t3tha ghy hak traf traf baskw abry ghady tnt7n w 7tyt tany m3ha thwm .	중간 크기 양파 두 개나 큰 양파 한 개를 넣어. 나중에 갈 거라서 대충 썰고, 마늘도 함께 넣어.	We put in two medium onions or one large one. I cut it roughly because it will be blended later, and I also put garlic with it.	MADOran_Sentences.tsv:Sentno=366	ORAN_R2					
ODC-000189	A2	food_shopping	food and shopping	دروك حريرة تاعي راهي تتقلى هنا لولا نعطروها نديرولها حرور نص مغرف , بابريكا تاني نص مغرف مغرف تع قهوة سكنجبير نص مغرف كركم	drwk 7ryra ta3y rahy tt9la hna lwla n3trwha ndyrwlha 7rwr ns mghrf , babryka tany ns mghrf mghrf t3 9hwa sknjbyr ns mghrf krkm	지금 내 하리라를 볶고 있어. 먼저 매운 고추 반 숟가락, 파프리카 반 숟가락, 커피 숟가락 하나의 생강, 강황 반 숟가락으로 맛을 내.	My harira is frying now. First I flavor it with half a spoon of hot pepper, half a spoon of paprika, a coffee spoon of ginger, and half a spoon of turmeric.	MADOran_Sentences.tsv:Sentno=370	ORAN_R2					
ODC-000190	A2	food_shopping	food and shopping	هنا ليزبيس هوما صح تع حريرة متقلوليش راكي تكتري و لا باسكو هادي هي حريرة تجي منكهة و متبلة بهم	hna lyzbys hwma s7 t3 7ryra mt9lwlych raky tktry w la baskw hady hy 7ryra tjy mnkha w mtbla bhm	이것들이 하리라에 맞는 향신료야. 너무 많이 넣는다고 하지 마. 이 향신료가 하리라에 풍미와 양념 맛을 내.	These are the proper spices for harira. Do not tell me that I am adding too much, because they make the harira flavorful and seasoned.	MADOran_Sentences.tsv:Sentno=371	ORAN_R2					
ODC-000191	A2	food_shopping	food and shopping	دروك نخلطو قاع ليزبيس خفيف باش متنحرقليش كيما راكم تشوفو بدات تغلي بادت تتلقلي داك ما مع خضرة و كلشي	drwk nkhltw 9a3 lyzbys khfyf bach mtn7r9lych kyma rakm tchwfw bdat tghly badt ttl9ly dak ma m3 khdra w klchy	이제 향신료가 타지 않도록 가볍게 모두 섞어. 보다시피 채소와 재료가 든 국물이 끓기 시작했어.	Now we mix all the spices lightly so they do not burn. As you can see, the liquid with the vegetables and everything has started boiling.	MADOran_Sentences.tsv:Sentno=373	ORAN_R2					
ODC-000192	A2	food_shopping	food and shopping	من بعد هادو نقلعوهم غي باش يتلقو بنة دروك بالما حامي نمرق حريرة تاعي متكتريش بزاف غي باش ليزبيس مينحرقوش و تكون مرقة نخلوها تغلي	mn b3d hadw n9l3whm ghy bach ytl9w bna drwk balma 7amy nmr9 7ryra ta3y mtktrych bzaf ghy bach lyzbys myn7r9wch w tkwn mr9a nkhlwha tghly	맛을 내기 위해 이것들을 건져 낸 뒤 하리라에 뜨거운 물을 너무 많지 않게 넣어. 향신료가 타지 않고 국물이 되도록 끓여 둬.	After removing these just for flavor, I add hot water to my harira, not too much, so the spices do not burn and it becomes broth. I let it boil.	MADOran_Sentences.tsv:Sentno=376	ORAN_R2					
ODC-000193	A2	food_shopping	food and shopping	باش ديري شرمولة تع كروطة نقي كروطة و قطعيها دوار دوار ملحيها رابي ثوم و قسبر و معدنوس في رحبا	bach dyry chrmwla t3 krwta n9y krwta w 9t3yha dwar dwar ml7yha raby thwm w 9sbr w m3dnws fy r7ba	당근 샤르물라를 만들려면 당근을 깨끗이 씻어 둥글게 썰어. 소금을 치고 절구에 마늘, 고수, 파슬리를 갈아.	To make carrot charmoula, clean the carrots and cut them into rounds. Salt them, then grate garlic, coriander, and parsley in a mortar.	MADOran_Sentences.tsv:Sentno=388	ORAN_R2					
ODC-000194	A2	food_shopping	food and shopping	وفاء بغيت نسقسيك هديك كلمار بروز لي درتيها بغيت لاغوسات كي درتيلها غي بشوية باغية نديرها جات فخاطري .	wfa2 bghyt ns9syk hdyk klmar brwz ly drtyha bghyt laghwsat ky drtylha ghy bchwya baghya ndyrha jat fkhatry .	와파, 네가 만든 쌀을 넣은 오징어에 대해 물어보고 싶어. 레시피를 원해—어떻게 만들었는지 천천히 말해 줘. 나도 만들어 보고 싶어.	Wafaa, I want to ask you about that squid with rice you made. I want the recipe—tell me slowly how you made it; I feel like making it.	MADOran_Sentences.tsv:Sentno=391	ORAN_R2					
ODC-000195	A2	food_shopping	food and shopping	و فتيتة ملح متكتريش باسكو را نا ديجا دايريين فروز و فتيتة حرور فتيتة كركب و نص عود قرفة و ورقة تع رند	w ftyta ml7 mtktrych baskw ra na dyja dayryyn frwz w ftyta 7rwr ftyta krkb w ns 3wd 9rfa w wr9a t3 rnd	소금을 조금만 넣어, 너무 많이 넣지 마. 이미 밥에 넣었고, 매운 고추 조금, 강황 조금, 계피 스틱 반 개와 월계수 잎도 넣었어.	Add just a little salt, not too much, because we already put some in the rice, plus a little hot pepper, a little turmeric, half a cinnamon stick, and a bay leaf.	MADOran_Sentences.tsv:Sentno=396	ORAN_R2					
ODC-000196	A2	food_shopping	food and shopping	وديري مغرف تع قهوة طماطيس كوسنتري و ديري زوج كيسان تع ما و خلي هاديك لاصوص طيب غايا .	wdyry mghrf t3 9hwa tmatys kwsntry w dyry zwj kysan t3 ma w khly hadyk lasws tyb ghaya .	토마토 페이스트 한 커피 숟가락과 물 두 컵을 넣고 소스가 잘 익게 둬.	Add a coffee spoon of tomato concentrate and two glasses of water, and let the sauce cook well.	MADOran_Sentences.tsv:Sentno=397	ORAN_R2					
ODC-000198	A2	food_shopping	food and shopping	متخليهاش لاصوص تنشف بزاف تخسرلك واحد عشر دقايق هادا مكان و قضبي قاع كلمار و ستفيه فلكيكوطة مع ديك لاصوص و تبلعي عليه	mtkhlyhach lasws tnchf bzaf tkhsrlk wa7d 3chr d9ay9 hada mkan w 9dby 9a3 klmar w stfyh flkykwta m3 dyk lasws w tbl3y 3lyh	소스가 너무 마르지 않게 해. 10분 정도 걸리면 오징어를 모두 소스와 함께 압력솥에 가지런히 넣고 덮어.	Do not let the sauce dry too much; it will take about ten minutes. Then take all the squid and arrange it in the pressure cooker with the sauce, and cover it.	MADOran_Sentences.tsv:Sentno=398	ORAN_R2					
ODC-000199	A2	food_shopping	food and shopping	خليه وحد 10 دقابق حتى ربع ساعة و طفي و بصحتك بنينة بزاف فدار كي سييته مشبعوش منها و سييها و ردلي خبر صحيتي لا بلا جميل .	khlyh w7d 10 d9ab9 7ta rb3 sa3a w tfy w bs7tk bnyna bzaf fdar ky syyth mchb3wch mnha w syyha w rdly khbr s7yty la bla jmyl .	10분에서 15분 정도 두었다가 불을 꺼. 맛있게 먹어, 정말 맛있어. 내가 집에서 해 보니 사람들이 질리지 않고 계속 먹었어. 너도 해 보고 소식 알려 줘. 고마워, 천만에.	Leave it for ten minutes to a quarter of an hour, then turn it off. Enjoy; it is very tasty. When I tried it at home, they couldn't get enough of it. Try it and let me know. Thank you. You're welcome.	MADOran_Sentences.tsv:Sentno=399	ORAN_R2					
ODC-000200	A2	food_shopping	food and shopping	كاين وصيت دليلة تجيبلنا دي سوندويش . قاع دراهم لي عندنا و مازلنا ناكلو لي سوندويتش تع دليلة و دراهم علاه منخزنوهمش هنا ?	kayn wsyt dlyla tjyblna dy swndwych . 9a3 drahm ly 3ndna w mazlna naklw ly swndwytch t3 dlyla w drahm 3lah mnkhznwhmch hna ?	내가 달릴라에게 샌드위치를 가져와 달라고 부탁했어. 우리가 가진 돈이 있는데도 계속 달릴라의 샌드위치를 먹고 있어. 돈을 여기 보관하는 게 어때?	I asked Dalila to bring us sandwiches. With all the money we have, we are still eating Dalila's sandwiches; why don't we keep the money here?	MADOran_Sentences.tsv:Sentno=925	ORAN_R2					
