Token,Frequency
تهالى,1
بشرط,1
يخلي,1
متخافيش,1
يزعقو,1
جماعته,1
يوسف,1
تحسبي,1
عارفو,1
متجيش,1
يعير,1
منولدش,1
يتربو,1
بريفي,1
ايكول,1
تدعيلي,1
تجبدوهلي,1
سموكم,1
يفوتني,1
ودرتوهالي,1
جبدوهلي,1
حوسولي,1
للعمادة,1
طلعة,1
جهلتني,1
فوادي,1
باردون,1
ماركش,1
تبقي,1
مادموزال,1
تزعقس,1
داكور,1
لسمانة,1
بقاي,1
يرجه,1
لشوفور,1
فصالون,1
قرعي,1
تقرعي,1
يديني,1
نوضه,1
نعلي,1
يتوفى,1
باغسون,1
بورسا,1
ابون,1
تلميد,1
تراديكسبون,1
مشيطيني,1
سخط,1
تهبليني,1
تقولنا,1
قلنلها,1
للبيرو,1
روحنلها,1
مديلي,1
رسلته,1
موعد,1
كونك,1
باعها,1
تتشوكي,1
اوباغسون,1
تزعقي,1
فألجي,1
لعمادة,1
مرسلوناش,1
موصلش,1
نخلعت,1
مسجل,1
قانوني,1
املاك,1
مالوغزمون,1
فكرة,1
أملاك,1
دنب,1
شاهو,1
يقارعوني,1
مافيهش,1
لزوج,1
مسنيين,1
لراهم,1
لولاد,1
اوتوماتيكمون,1
وفاة,1
عمرك,1
فالحياة,1
تونك,1
فعقد,1
دومندالي,1
مهنية,1
متخلينيش,1
يديا,1
متحوسش,1
منقربش,1
زواليا,1
خاتيك,1
متخافش,1
مشقاش,1
سامينيت,1
ضربدورة,1
نوم,1
يورت,1
مكفول,1
متعطيش,1
كفالة,1
كافل,1
شعرك,1
تمشطلك,1
رايحتلها,1
شايلا,1
نمشط,1
عسيلي,1
رول,1
ندبحك,1
تلحقني,1
تبوجي,1
بالعقل,1
متعيطش,1
ودرتهم,1
طحولي,1
عطيتهم,1
منبغيهاش,1
يسهلك,1
بخدايمك,1
تباصيني,1
رزاق,1
فتاح,1
نفري,1
درقيني,1
وقفي,1
نريان,1
فسلعة,1
تخلطلي,1
احرزي,1
كليون,1
منبطاش,1
ستفتحي,1
ممشطتيش,1
كار,1
سقسوه,1
علبالها,1
حكومة,1
جوعه,1
قبلوا,1
نديرولك,1
معندها,1
صبر,1
باعوهمش,1
باليطات,1
كونتونار,1
عطيكم,1
جابولك,1
تسالهم,1
زهرتحسب,1
ميرة,1
يترتق,1
رلسي,1
تنافيقي,1
جابهم,1
صوصيال,1
محتاجة,1
نخلوك,1
الحكومة,1
يقلولي,1
الاجراءات,1
للوزارة,1
عاصمة,1
خاصه,1
واصل,1
مرتي,1
باسكوري,1
لوالا,1
تقيس,1
جابتلك,1
لدنيا,1
نجملها,1
نضمن,1
مازلني,1
لمرتك,1
الحل,1
ينحرق,1
نقبل,1
اصل,1
عنديش,1
عرفي,1
باغيك,1
دوبل,1
تودروله,1
خلاك,1
تفكر,1
بولتابل,1
خونلي,1
سجنك,1
قتلي,1
الهنا,1
خدمتك,1
دراعه,1
معلبالك,1
منخممش,1
لساني,1
يقطعلي,1
متجيبش,1
كلاسيتي,1
مأمنتش,1
للاردن,1
ليترونجي,1
مديتهاش,1
معلم,1
يطلو,1
يشوفو,1
لمريكان,1
يسافرو,1
ملاحظتش,1
نخونت,1
بلاصتها,1
طلة,1
للفيلا,1
داسه,1
يبان,1
مغطيه,1
خلاهم,1
خونلك,1
فبونكا,1
صياغتها,1
فالفيلا,1
سوارد,1
يتبعك,1
كلبك,1
لايمته,1
دفعيه,1
لايميه,1
دوصي,1
دبرومو,1
ماجور,1
فبرومي,1
عيطتلهم,1
موالين,1
ستعمله,1
كابوس,1
فمحضر,1
قلته,1
مسيتش,1
حاجتي,1
يخليني,1
حشاك,1
رباطي,1
يفكلي,1
يطل,1
قربني,1
مفهمتكش,1
نقطعلك,1
لعلي,1
ميوصلوش,1
نغرسه,1
يوصلوك,1
مجملتش,1
رخيس,1
رخاس,1
لامافيا,1
عفسة,1
ليقارع,1
تني,1
ميسمحش,1
افير,1
كيدايرا,1
فول,1
خلاص,1
تترجل,1
مالفايدة,1
بورسونتاج,1
كلاوكم,1
يديهم,1
كمونداهوم,1
مولاهم,1
كفت,1
كفتة,1
رضا,1
مكلاه,1
كوشة,1
نجيبهلك,1
متنسيش,1
زليخة,1
معجبكش,1
خالصة,1
قسمن,1
للقهوة,1
نهرسه,1
مدخلش,1
يس,1
يهديك,1
مدخلتنيش,1
سكريتار,1
يقوللها,1
يرسلولي,1
رى يس,1
عباس,1
وولد,1
يعطوه,1
يتخرج,1
بك,1
تحرمتي,1
بسبتي,1
وسع,1
يحل,1
زعاف,1
باغيتني,1
لخدمتك,1
ارجعي,1
مشفتيش,1
صرف,1
قاردي,1
هيالا,1
سماح,1
شكي,1
دوروله,1
ناصردارو,1
يسمحله,1
عايلته,1
اسمه,1
انه,1
دليل,1
امني,1
مواقف,1
فرضتك,1
يكفلني,1
تفرضي,1
يما,1
بحنان,1
حسسني,1
يعوضني,1
نصنعوه,1
فريجيدارعلاه,1
تكلمي,1
نسحقها,1
لختك,1
تنساني,1
ننساه,1
عبضلة,1
مايسقسيني,1
مايسقصيني,1
بعيدة,1
نلقى,1
نحلهم,1
نغمض,1
مقديناش,1
جنازة,1
تحطيهم,1
حشمي,1
ليزونجين,1
يديلي,1
يبرد,1
تحطي,1
ريسانكم,1
دبرو,1
ميخسروش,1
ساكنة,1
ضيفة,1
لنل,1
عاودي,1
فريجيدار,1
متنتباعش,1
لازملي,1
منغيضكومش,1
تحطوهم,1
نفهم,1
منحوسش,1
مالميزيرية,1
فنيفو,1
كوسمتيك,1
نحل,1
نلايم,1
زواجك,1
تلايمي,1
نمد,1
نلايمهم,1
منحطش,1
علبالكم,1
منمدش,1
نسكت,1
عابيين,1
راناش,1
جبرية,1
اقامة,1
مبنتوش,1
لاجوناس,1
زيقومار,1
بليغة,1
فهمتي,1
نطيرهلك,1
تشركي,1
واجبي,1
واجبك,1
طايح,1
حبوبة,1
منزعفش,1
تعرفه,1
مديرش,1
تحيرت,1
غلطت,1
نبوانتو,1
نجو,1
اسيدي,1
مواطنة,1
كومينيكسيون,1
بيلو,1
انيماتريس,1
كنتانا,1
كوماغسيال,1
سونتخ,1
فوحد,1
خطفتها,1
لابوليس,1
نتحمل,1
تهبلني,1
تبيعا,1
تتعاود,1
معلباليش,1
نشريها,1
نعاودولها,1
يعاودها,1
اوكازيون,1
لقيناها,1
خاسرة,1
نخلصلك,1
نتقو,1
شرب,1
ميكونوش,1
رافدها,1
نمدها,1
جدارميا,1
ديكلاري,1
تحصل,1
كوماخسيال,1
اسيستونس,1
مكملا,1
مسوتنيا,1
فاردن,1
فمراود,1
لقاها,1
جداتي,1
حبيبته,1
يعنق,1
لغدوة,1
متقرعش,1
مدسوسة,1
داسة,1
موراهم,1
نبعت,1
ملغدوة,1
لوش,1
شاربين,1
اكلين,1
كراهم,1
مخلصين,1
مظنيتش,1
ودنينا,1
بيي,1
يدرحو,1
بخوك,1
تستعرف,1
يقلب,1
صامط,1
فلمابة,1
تعرفيني,1
ناكالها,1
نديرلكم,1
يعاونكم,1
مكنتش,1
مبنتش,1
صحتك,1
حليمة,1
هاني,1
فتش,1
يهودو,1
بلبونيات,1
يقرعلها,1
لقات,1
تسلملي,1
نتخيل,1
فلفريجدار,1
نخزنهم,1
جبناها,1
ستعرف,1
متوشي,1
هوالا,1
للكرعين,1
نحشيه,1
نيقوسيي,1
خليتني,1
متستعرفش,1
رجعنا,1
ميقد,1
موتق,1
منسافرش,1
نتكبدها,1
تفحشيش,1
ميبغييش,1
فلمسلسل,1
عقله,1
مخلخل,1
لسويد,1
@@Lاط@@ًLٌ,1
دواد,1
وتسقمت,1
تساعف,1
نغلها,1
نعاوده,1
بلعته,1
مصنع,1
شوماج,1
تعسفي,1
طرد,1
مارهيش,1
ضدك,1
صدر,1
تحكم,1
محكمة,1
ضدي,1
رافعين,1
وبلعته,1
نهائي,1
لقضية,1
نعاونك,1
منقد,1
ينقولي,1
منسحقش,1
وحدهم,1
ماشين,1
قالبة,1
صحافة,1
خدامين,1
ترجع,1
ترجعلهم,1
لتازم,1
ردلهم,1
اقل,1
دوم,1
عملية,1
محنطة,1
مدارمها,1
متسعفش,1
يديله,1
ملايري,1
لروحه,1
جابها,1
متكلش,1
تتربى,1
حكايتك,1
عواد,1
منمدلهم,1
نقابة,1
لم,1
تفاوض,1
رجعلهم,1
نحرقوها,1
نخدمو,1
مدقوقة,1
نسحقوهم,1
تحرقهم,1
بلسون,1
شريف,1
يتربى,1
وخرجت,1
رايها,1
ردخت,1
دزي,1
يمحطك,1
نحرشه,1
متحوسيش,1
غادية,1
متخميش,1
متنسايش,1
مطوليش,1
طلعيلهم,1
نطلعلهم,1
يكتلوه,1
نخلصو,1
كاميرا,1
مليك,1
منخزنوهمش,1
مازلنا,1
تجيبلنا,1
وصيت,1
بالجوع,1
ناكلوها,1
متعلمت,1
درك,1
نوريلك,1
عطاي,1
مدامة,1
خيريكا,1
سموها,1
ملكية,1
طارطات,1
تفاهمنا,1
عطيته,1
;,1
نعطوهم,1
قرعتها,1
ريحتها,1
تسييها,1
قدمو,1
زكي,1
سوة,1
مدورش,1
اخطيني,1
متخلوش,1
نم,1
وجوه,1
نقش,1
مخلوفة,1
شوفة,1
متروحش,1
متديش,1
تشكي,1
دراهمس,1
نكشف,1
عزيزة,1
لافيزيت,1
الفحص,1
طبية,1
عيادة,1
خريكة,1
يبغيهم,1
دارين,1
الخدمي,1
بفرشيطة,1
ياكلو,1
اودي,1
نخطبوز,1
ديرليش,1
مساسيطكو,1
رفد,1
ربه,1
حاب,1
فرنسي,1
عندو,1
يطايح,1
يعطيلو,1
رها,1
نهبلك,1
نكشفك,1
تكشف,1
دراهمي,1
نزمر,1
اشواقي,1
صافية,1
طرنيش,1
رقبة,1
يبراش,1
نتبعك,1
نخطبوا,1
لاكريش,1
تربيهم,1
يعطوك,1
تبهليل,1
كوميدي,1
337,1
الخبت,1
قمة,1
ولتلك,1
الزيقو,1
غاضه,1
داق,1
قطن,1
يلعبهاله,1
بركاكم,1
حطب,1
هيضورة,1
بوزالوف,1
نشوط,1
فاللاج,1
فتاتة,1
مطلوعات,1
صلى,1
نديهاش,1
ايوه,1
خطابة,1
ندوا,1
ماله,1
نخبر,1
متقلقوش,1
يشريلها,1
للمرشي,1
ناضولي,1
شيبانيا,1
شبانيا,1
نيا,1
منعرفكش,1
عصبان,1
بوزلاليف,1
شوطتي,1
بعدك,1
تاكلك,1
تردها,1
نربي,1
قرن,1
تنقريش,1
اظفار,1
تمقاص,1
غوجيزوقل,1
وعايشة,1
يزعفوا,1
@@Lاط@@ثeنت,1
@@Lاط@@لe,1
@@Lاط@@دَنس,1
فون,1
دون,1
شوفو,1
عوين,1
واو,1
وجها,1
مطوالش,1
خوف,1
شونتيي,1
سارفيس,1
ساكت,1
طالبها,1
لولدنا,1
طالبين,1
كونفيتير,1
بعسل,1
احضر,1
تبعه,1
نسقد,1
أدي,1
هاري,1
ري,1
هبلتوني,1
تقوليلها,1
صبح,1
نخبطه,1
مكملتيش,1
تفتلي,1
فهاد,1
اححم,1
ببشار,1
يبشرنا,1
يليقلي,1
عورة,1
تحارا,1
مديناهلهمش,1
اهاها,1
بيشا,1
للسكريتير,1
للديراكتور,1
اشعل,1
اجري,1
جبيلي,1
مالهم,1
بكوتبي,1
وهاد,1
وديتها,1
ماليا,1
شريلي,1
صابح,1
عمش,1
فونارة,1
داربة,1
تدلك,1
بقهوة,1
بغرير,1
واوا,1
عقونة,1
بهلولة,1
راطيتاه,1
تصيدلي,1
لورسو,1
نمورا,1
سبوعا,1
تشاك,1
فهمني,1
نصيد,1
جابية,1
ولدهم,1
لبيشة,1
تكمي,1
اووه,1
أختك,1
جاويخطبوا,1
فهمونا,1
منعطيهش,1
تكونش,1
نمدش,1
نشاورك,1
قلتلهمش,1
يطير,1
حسابك,1
يماها,1
يزهو,1
بناس,1
جماعي,1
موراها,1
كلاكسون,1
كاره,1
ليكيديها,1
مدوها,1
يستاهلها,1
لبريداتور,1
مدها,1
نعطيهش,1
تكونلهش,1
قدلهاك,1
الماء,1
فكرون,1
الروند,1
قلاديتور,1
خليتلي,1
مدهاله,1
لولدهم,1
لوزة,1
مرسيدس,1
رزقي,1
تسالونيش,1
نتوغ,1
نعطيلهش,1
فشجورا,1
تشيطة,1
مانمدهالهش,1
يسالوني,1
الفم,1
مشرك,1
أرجي,1
اخرج,1
نعميلك,1
نليكيدك,1
دوفان,1
القبيلة,1
نفسك,1
احترم,1
داندوا,1
ريش,1
علالي,1
واطلب,1
قدامه,1
تكميش,1
سميناه,1
زاد,1
سعيد,1
نعرضوا,1
صالة,1
جيبهوم,1
قرايتها,1
افوكا,1
دروا,1
ليسانس,1
نقارعلها,1
أمها,1
مازالت,1
نقوله,1
غلدي,1
ويتايم,1
ساتيم,1
روايح,1
كوستيمي,1
نباع,1
لبني,1
فليبر,1
خالك,1
نطردكم,1
غاير,1
قبيلتكم,1
تناسب,1
قبيلتنا,1
بروحنا,1
لوالو,1
لوصلتها,1
قضبت,1
وكلش,1
شفاته,1
نمدوش,1
بوياز,1
نلحقها,1
متمنية,1
تخطفوهم,1
تحشموش,1
الحمير,1
خرفان,1
طلقنو,1
بانش,1
حملة,1
متحشموش,1
الفول,1
حكمناه,1
طنح,1
حسبتني,1
يديها,1
بحرام,1
جرب,1
خالي,1
بطيت,1
سوايع,1
غبت,1
زعبطة,1
ياووغت,1
منديروش,1
كحايلية,1
فيرما,1
نعربن,1
كمارته,1
المشكل,1
للبيع,1
تعاودهم,1
الفيلاجات,1
مشيت,1
تديعلي,1
متزيدونيش,1
متشيطونيش,1
متجبدوليش,1
خاطرها,1
تروازيم,1
توخدت,1
متشبهش,1
كابوسك,1
تومات,1
صوص,1
مامي,1
بفرينة,1
مرمد,1
سينيي,1
مدبل,1
ببوشة,1
لينار,1
طلعليش,1
تبعت,1
نزايفطوها,1
غسال,1
هارب,1
يخصنا,1
رئيس,1
نشوفولك,1
جيبولي,1
ركبتها,1
ركبتهاى,1
أمك,1
منهودش,1
نهودش,1
مقديتش,1
بوكلي,1
كوكو,1
حمامة,1
تتبوف,1
هاما,1
ماتسقسيش,1
فالشخير,1
الحرام,1
دبان,1
متزيدش,1
انقعد,1
خاوه,1
قطعو,1
يهودوا,1
يطلعوا,1
للراس,1
تسقي,1
دجاجات,1
بقرات,1
قهوتك,1
ريكومبونس,1
بوفو,1
بمهمة,1
نكلفك,1
رسلتهالي,1
ضربش,1
سيس,1
دبل,1
فدومينو,1
تشريلي,1
صبادون,1
حواجبك,1
مدورها,1
404,1
نطيبهم,1
ليقونات,1
بخاطري,1
السبع,1
ضبع,1
الرسالة,1
بلغ,1
انسة,1
الجيش,1
اشارة,1
الشي,1
قضيلي,1
زيدني,1
ترونديلي,1
للاك,1
نخبز,1
ميما,1
متأمنيش,1
بحلفة,1
الباقيطات,1
وندير,1
للعيد,1
باقية,1
ثلث,1
عودا,1
موبيليزي,1
صناديق,1
سناديق,1
تضحك,1
فحومة,1
نعرفك,1
يعطيهالي,1
بغاش,1
طابوا,1
اووف,1
فاش,1
كملي,1
محيرقة,1
يخلصك,1
قوليله,1
شمة,1
ماتنسيش,1
متبطيش,1
لسبور,1
محتاجهم,1
خوط,1
مهنيني,1
نعميك,1
خيرنشوف,1
فلماكياج,1
بانت,1
شرك,1
مانعطيهالكش,1
مقضية,1
تهلى,1
روحلها,1
غسيل,1
متنساش,1
وقتاش,1
بصحتكم,1
دوها,1
فحل,1
حطاته,1
جارتها,1
ماريو,1
تغم,1
فلمجبود,1
تغسل,1
طريز,1
مجبود,1
تعلمها,1
خياطة,1
متهوليش,1
رح,1
اللاك,1
منصباح,1
الشيرة,1
حاضر,1
اهدر,1
مبكر,1
ويا,1
أهدي,1
بينو,1
تدهمها,1
تمارة,1
تومرت,1
كورة,1
سياما,1
حصراه,1
فرحبا,1
لتموشنت,1
نسمعه,1
قالتها,1
مريو,1
تصلحش,1
طالب,1
الحنا,1
جدع,1
تزعبط,1
طايوان,1
خادمه,1
بلاسيرونس,1
مسورية,1
قريز,1
بلكارت,1
بكواغطها,1
فن,1
طيوان,1
رفيع,1
مقاطيعك,1
هدرك,1
هدره,1
خاونينها,1
جبرها,1
حاط,1
مرشي,1
لجبتهم,1
حلت,1
ططب,1
قرا,1
حاج,1
بوشطة,1
مقابلة,1
شجر,1
دخلتني,1
هودت,1
نقلعلك,1
توغي,1
تاكليني,1
تتهلى,1
قلبها,1
جربة,1
معزة,1
تهلي,1
امور,1
صعبتي,1
تقبلش,1
اقبل,1
شحمها,1
تيفيا,1
ليزامبو,1
105,1
متبخلنيش,1
انحرق,1
بروحه,1
مطلقة,1
تبعيني,1
أقعدي,1
شميتها,1
اتمشى,1
عمامتي,1
أري,1
اسكتوا,1
جيبها,1
خطفها,1
يديروها,1
شك,1
أعلم,1
مكشوفين,1
اعطيناهالكش,1
خطبتها,1
نعطوهالك,1
اعطوهالي,1
خطافها,1
فلباطل,1
تاهمنا,1
خطفوهالي,1
القش,1
تغسلي,1
اخطفتولي,1
يردلك,1
ردولي,1
خيرلكم,1
انعلو,1
محفظينك,1
سمعتش,1
مشفتش,1
ماشفتاهش,1
بعينيك,1
مطلوعي,1
ديرنتا,1
معلبالكش,1
كتله,1
تفوتكش,1
تالتة,1
ودنيا,1
عومر,1
زاهية,1
تنعرف,1
رحبة,1
كيفا,1
ومن,1
حطه,1
ولابس,1
طلقه,1
قيس,1
انعلوا,1
تعطوهالي,1
بغيتوش,1
تحصلو,1
ديسامبيسيل,1
يتحرك,1
مسؤلية,1
تحمل,1
النون,1
الميم,1
لحقوهالنا,1
للعنف,1
وجدوا,1
قيرة,1
نديكلاري,1
اتاج,1
فيلة,1
قصدهلي,1
تقرقجني,1
يادر,1
منور,1
لراك,1
عوج,1
عازب,1
التموشنتي,1
ش,1
شيعة,1
داندا,1
كوتبيات,1
كترنا,1
كترتو,1
نريبيتي,1
تجوني,1
ياروحي,1
نتبع,1
ميكي,1
رهج,1
حرة,1
انديانيا,1
منين,1
خيتي,1
نقارعوكم,1
صباعي,1
طريين,1
ياكله,1
بولاده,1
نبيعش,1
غذائية,1
مواد,1
نتاع,1
ومشى,1
تغرق,1
تغنيك,1
صبا,1
ارض,1
اكسب,1
تكسب,1
حواج,1
عولو,1
عولوا,1
قرارات,1
تدوا,1
جايينكم,1
بردي,1
حفيظ,1
كتروا,1
عونك,1
دبري,1
متتمشاش,1
متسكنش,1
فالخيط,1
متدخليش,1
للناس,1
تجيبي,1
ستوتة,1
قلبوا,1
قالبتها,1
تسمى,1
جمرة,1
بخبيتة,1
ضربوهم,1
خبيتة,1
بجمرة,1
نضربوهم,1
رقدوا,1
قفوش,1
بفليتشات,1
يضربوكم,1
بواش,1
شوفيلنا,1
تبيعوهم,1
نهدرش,1
تبيعني,1
نبيعك,1
حرز,1
غولا,1
دايك,1
عقلي,1
تخرجني,1
متسكتش,1
تسكت,1
عنقي,1
يمضغك,1
نجيبهم,1
طافية,1
تساعفيني,1
وريلها,1
السلعة,1
وري,1
تنطق,1
فلسلعات,1
شاكاين,1
شحمة,1
جره,1
فلنعيم,1
نعيشك,1
تفرح,1
حقك,1
نبيعوه,1
نخونوه,1
هارجا,1
نهدروش,1
فصيف,1
نعرضك,1
اللع,1
مل,1
اعطينا,1
بغاتش,1
جبتولي,1
فوندامات,1
تارزو,1
بربار,1
تصيدوا,1
لطيف,1
يعميك,1
تحقريه,1
جبتوه,1
كراوسون,1
عضني,1
تواغ,1
زقا,1
نباعش,1
نبيته,1
العواد,1
نعلف,1
العلف,1
ودراهم,1
فخريف,1
زغاريت,1
مجاش,1
هرس,1
هاراج,1
مواكل,1
فرح,1
قلادياتور,1
التعب,1
صورنا,1
نقعدوا,1
ماراكش,1
للفم,1
صايمة,1
ضارتني,1
الضرسة,1
نرقد,1
اقعد,1
رزمة,1
فلبز,1
طلقتوا,1
ياكلوك,1
لجهنم,1
بدبو,1
بمرا,1
جابونيش,1
نقابلكش,1
اعطاوني,1
لخرة,1
لهدرة,1
تهدرلي,1
تعاودش,1
اعطيتنيش,1
لاسمع,1
معطيتهومليش,1
هندية,1
تحشيهالنا,1
طارطار,1
فيكينق,1
محصلين,1
روندي,1
أرواحو,1
دارني,1
معندكش,1
للافيل,1
مهودة,1
معك,1
مقلقة,1
خطرك,1
لسما,1
مجابوهش,1
نزهاو,1
نفرحوا,1
فاميلية,1
مزيود,1
بوجاديا,1
متنعقلش,1
ربيت,1
نبغيكش,1
تبغنيش,1
نبيغيك,1
اسمعت,1
العطش,1
الجوع,1
لبرد,1
قادوس,1
ريسكست,1
يغيبوهاليش,1
نهربلهم,1
ديناكش,1
ديناك,1
غفلت,1
باباه,1
قربعله,1
خلادار,1
نلاغي,1
نظلش,1
كرابيل,1
خبيت,1
تقلقش,1
متش,1
نكتل,1
قط,1
توحموا,1
فلغابة,1
صحح,1
ماديروهاش,1
نقرى,1
متمني,1
لكنت,1
بليش,1
نديرنقطع,1
نظل,1
مبطوح,1
بطحه,1
معلابالكمش,1
تشوفوه,1
وعادي,1
لعراس,1
ماكانش,1
رصاص,1
قلنالكم,1
كتلتوا,1
للكوبويز,1
تغيبها,1
نسلكك,1
سلكيني,1
سلكتي,1
ليزامبوا,1
روجيستر,1
عندكش,1
المعسكريين,1
ديكابوطابل,1
باللوطو,1
الوهراني,1
جومبو,1
ترونسبور,1
ترولي,1
نقابلو,1
لاعيت,1
فلكلاب,1
تلاعيلي,1
متبركاش,1
يجيبهالك,1
سلكتني,1
سلكتك,1
الرجلة,1
الشرف,1
قررنا,1
قررت,1
عواواة,1
تسمعنا,1
سلك,1
منسلكاكش,1
نغيباهلم,1
حلبة,1
وديريلها,1
هاهي,1
نتافهم,1
تبكيش,1
نقصت,1
كادوس,1
داوك,1
نعرفهم,1
كتفوني,1
داوني,1
الصيد,1
ضيعت,1
بسبابك,1
يشربوا,1
تعطيهم,1
كاركاس,1
فيقاس,1
لاس,1
فواقة,1
تحات,1
درتوا,1
غايب,1
زدقدق,1
رجا,1
يهدرلي,1
جبتهلي,1
قدم,1
روحوا,1
تلعبوا,1
جرو,1
درناش,1
لايمن,1
دراعي,1
تبرح,1
الليلة,1
ملمومة,1
تكساس,1
مسرارة,1
سماطة,1
اقزكتمون,1
قيساش,1
بركوكس,1
القصعة,1
نفاس,1
ونديروا,1
لحباب,1
كيم,1
فايقين,1
قبالة,1
يجوه,1
بصيد,1
مولعين,1
يكتلوهش,1
صيد,1
حيحاية,1
تعيا,1
حايحاية,1
كلامه,1
فصحة,1
شينين,1
لحمر,1
جده,1
يغدى,1
مادابيك,1
لوكي,1
الحيا,1
فلكوزينة,1
شتاهش,1
كتل,1
فنانين,1
دورتوها,1
غابت,1
رصاصة,1
أقلب,1
الزهو,1
يقوي,1
زغراتات,1
يصبروش,1
حموم,1
نعطيهالك,1
سوطة,1
فلخيام,1
للخيام,1
الغالية,1
شابو,1
نتلهى,1
بلاخر,1
تلهى,1
نستخبر,1
متنها,1
ربطها,1
رهيش,1
زير,1
تطلبش,1
طلب,1
نسوبية,1
عمومية,1
فتنة,1
يشعلوا,1
الفتنة,1
يشعلو,1
عديان,1
بنا,1
غرت,1
لاسيما,1
ظلمتك,1
ليامات,1
تصوم,1
شربات,1
جبتلها,1
كرات,1
خطف,1
خطفني,1
أخوني,1
جبرتوا,1
تخطفوا,1
الزمان,1
تاخر,1
تخلصها,1
ناكلوله,1
ديز,1
ساف,1
ايل,1
زونفون,1
يسكتوا,1
بلعه,1
زينين,1
ترونسوبور,1
لكمش,1
يصوني,1
دوه,1
ارواحوا,1
كيفنا,1
أحنايا,1
توليش,1
اندياني,1
كيفم,1
اتكلم,1
اسمعتني,1
نسمعشي,1
يتمسكن,1
ثاني,1
48,1
نديروه,1
نشعلوا,1
نشووك,1
نديروك,1
عقلت,1
كتفتوني,1
ديتك,1
ديتني,1
جابه,1
نعرضو,1
ينور,1
لخطرش,1
عاقلة,1
عجبتيني,1
صبت,1
تخمم,1
تنخلعي,1
قوفريط,1
نشريلك,1
زرع,1
بيدو,1
سيربريز,1
اين,1
مفاجاءة,1
نخليه,1
عرفته,1
الخلاط,1
جاسوس,1
خي,1
درتلكم,1
ولية,1
مرورية,1
منحبسش,1
بوسيبل,1
وعدتكم,1
@@Lاط@@ىُْطُبe,1
@@Lاط@@P1,1
@@Lاط@@آ,1
@@Lاط@@ْرَنَِس,1
@@Lاط@@دَِلecتe,1
@@Lاط@@Oر,1
@@Lاط@@Rَcهِد,1
نقارعلك,1
_,1
وجد,1
تدير,1
عبدا,1
ونتا,1
المستطاع,1
قدر,1
نختاصر,1
نسايي,1
طوال,1
الفيديو,1
يبغوش,1
مخاخ,1
مفيها,1
كادويات,1
لنافسة,1
لعشية,1
تقصارو,1
بالهدرة,1
نفوتوها,1
لناس,1
نضربك,1
ميقولهش,1
تراخية,1
ضارب,1
حطة,1
بتزيرية,1
شدة,1
ليخية,1
لجافيل,1
تلقاش,1
للحانوت,1
الحقانية,1
طغاو,1
لغات,1
لهجات,1
ليقلكم,1
وموصي,1
فورت,1
سبانيول,1
تواجد,1
ايسبانيول,1
اسبانيا,1
مستعمرتها,1
الوسطى,1
القرون,1
تاديغ,1
بوردو,1
لارقو,1
يساومو,1
مبانش,1
نعيطوله,1
نغاشيك,1
1831,1
يعيطوله,1
الاتراكا,1
خرجو,1
اوربيان,1
ليجو,1
بوبيلاسيون,1
نحطوهم,1
تقنة,1
ليموناد,1
مصباح,1
ايسطو,1
تكنولوجيا,1
علوم,1
وفهم,1
لشاقي,1
3958,1
أوروبيان,1
.1042,1
باغيقزومبل,1
بقاع,1
ليسوغتي,1
الأمير,1
بجيش,1
يلتاحقوا,1
لمعسكر,1
بقوة,1
اهالي,1
ساكنها,1
دورون,1
لافيل,1
ستاتستيك,1
فنسا,1
تعرفوه,1
حلل,1
اونابل,1
سكو,1
صارت,1
برتوقي,1
35,1
266,1
ايطاليان,1
316,1
340,1
ديباغتي,1
ليزوروبيان,1
ليهود,1
أونتر,1
%,1
سبانيولية,1
يقولوه,1
ناعه,1
يحكوه,1
لوكال,1
باغلي,1
سيتاديغ,1
دكه,1
فرد,1
حرثه,1
دايمان,1
عيده,1
فيده,1
لنجمت,1
دجيب,1
فاي,1
ضربنا,1
تقهوينا,1
فمواياناج,1
الأتراك,1
ننسوه,1
ديزيقزومبل,1
باللي,1
معلبالهمش,1
جوون,1
فوهرانية,1
ليتارم,1
برتيقاي,1
كاستيانو,1
برسيانو,1
طاغية,1
نوفمبر,1
توت,1
كوم,1
133,1
اتراكا,1
ديفيرونت,1
فان,1
قابلة,1
بواحد,1
تطيحي,1
ساومي,1
لشوبو,1
للبلاد,1
الصباط,1
باقيلي,1
شابين,1
1808,1
ليزونقلي,1
لاك,1
بتي,1
كيران,1
ستاسيون,1
موغ,1
سونتان,1
مقيرة,1
لاكروا,1
قازون,1
فيلمات,1
تشوفها,1
ماريكان,1
موتى,1
وقع,1
قروند,1
وقعت,1
بيتان,1
شال,1
لماري,1
كولابوغاتور,1
فيشي,1
باغكونتر,1
ديغول,1
لغيزيستونس,1
يكرهو,1
ألجيريان,1
لابوبيلاسيون,1
يحنوا,1
تنهدر,1
اوراني,1
يغريسوك,1
ليجون,1
لاريجيون,1
الدر,1
يعطولهم,1
ليزوفون,1
للشرق,1
ليمو,1
مداغ,1
هاور,1
ايزان,1
ليزيتازيني,1
بريزيدون,1
كاتريام,1
ايغان,1
باتاي,1
ليقاسون,1
بويز,1
نعيطولهم,1
وفي,1
سونتر,1
بودي,1
جينز,1
شركي,1
سعاد,1
شالله,1
ان,1
وراكي,1
والمسايس,1
الخواتم,1
تبيني,1
ايلا,1
اند,1
قود,1
أنقلي,1
علابالهم,1
