"frequency"	"source_form"	"diac"	"msa"	"stem"	"proclitic"	"enclitic"	"num"	"gen"	"en_gloss"	"fr_gloss"	"token_id"	"sentence_id"
"4"	"حل"	"حل"	"حَلّ"	"حل/GERUND"	""	"(null)/CASE_INDEF_GEN"	"s"	"m"	"solution"	"solution"	"13484"	"647"
"4"	"وجهي"	"وجهي"	"وَجْه"	"وجه/NOUN_CONCRETE"	""	"ي/POSS_PRON"	"s"	"m"	"face"	"visage"	"7086"	"354"
"4"	"حرام"	"حرام"	"حَرام"	"حرام/NOUN_ABSTRACT"	""	"(null)/CASE_INDEF_NOM"	"s"	"m"	"forbidden"	"interdit"	"6183"	"324"
"4"	"قلتي"	"قلتي"	"قُلْتِي"	"قل/PV"	""	"تي/PVSUFF_SUBJ:2FS"	"na"	"na"	"said"	"dit"	"277"	"18"
"4"	"القط"	"القط"	"قِطّ"	"قط/NOUN_CONCRETE"	"Al/DET"	""	"s"	"m"	"cat"	"chat"	"9709"	"451"
"4"	"ولادك"	"ولادك"	"أَوْلَادك"	"ولاد/NOUN_CONCRETE"	""	"ك/POSS_PRON"	"bp"	"m"	"children"	"enfants"	"12097"	"599"
"4"	"الف"	"ألف"	"أَلْف"	"ألف/NOUN_NUM"	""	""	"cp"	"m"	""	"thousand"	"2014"	"94"
"4"	"بنتكم"	"بنتكم"	"بَنت"	"بنت/NOUN_ABSTRACT"	""	"كم/POSS_PRON"	"s"	"f"	"daughter"	"fille"	"6034"	"318"
"4"	"حمير"	"حمير"	"الحَمِير"	"حمير/NOUN_CONCRETE"	""	""	"s"	"m"	"donkeys"	"ânes"	"22300"	"1035"
"4"	"ولادهم"	"ولادهم"	"أَوْلَادهم"	"ولاد/NOUN_CONCRETE"	""	"هم/POSS_PRON"	"bp"	"m"	"children"	"enfants"	"18624"	"858"
"4"	"العرب"	"العرب"	"العَرَب"	"عرب/NOUN_RELATIVE"	"Al/DET"	""	"bp"	"m"	"Arabs"	"Arabes"	"26527"	"1197"
"4"	"كرا"	"كرا"	"الكٍرَاء"	"كرا/NOUN_ABSTRACT"	""	"(null)/CASE_INDEF_(ACC_GEN)"	"s"	"m"	"rentals"	"location"	"13368"	"644"
"4"	"حياتنا"	"حياتنا"	"حَيَاتِنَا"	"حيات/GERUND"	""	"نا/POSS_PRON"	"sp"	"f"	"our_life"	"notre_vie"	"11682"	"583"
"4"	"كرعين"	"كرعين"	"الكرَاع"	"كرع/NOUN_CONCRETE"	""	"ين/NSUFF_MASC_PL_NOM"	"sp"	"m"	"legs"	"jambes"	"13023"	"633"
"4"	"قعدنا"	"قعدنا"	"قَعَدَ"	"قعد/PV"	""	"نا/PVSUFF_SUBJ:1P"	"na"	"na"	""	"remain"	"87"	"7"
"4"	"خارج"	"خارج"	"خارَج"	"خارج/NOUN_ACTIVE_PART"	""	""	"s"	"m"	"get_out"	"sortir"	"1041"	"55"
"4"	"قروب"	"قروب"	"مَجْمُوعَة"	"قروب/FOREIGN"	""	""	"s"	"m"	"group"	"groupe"	"15721"	"732"
"4"	"كلمار"	"كلمار"	"حَبَار"	"كلمار/FOREIGN"	""	""	"na"	"na"	"squid"	"calamar"	"8130"	"391"
"4"	"كملت"	"كملت"	"أَنْهَى"	"كمل/PV"	""	"ت/SUFF_FEM_TA"	"na"	"na"	"finish"	"finir"	"3873"	"215"
"4"	"وليت"	"وليت"	"رَجَعَ"	"ولي/PV"	""	"ت/PVSUFF_SUBJ:1S"	"na"	"na"	"come_back"	"revenir"	"229"	"15"
"4"	"وليتي"	"وليتي"	"اَصْبَحَت"	"ولي/PV"	""	"تي/PVSUFF_SUBJ:2FS"	"na"	"na"	"become"	"devenir"	"6137"	"322"
"4"	"قدرة"	"قدرة"	"قُدْرَة"	"قدر/GERUND"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"capacity"	"capacité"	"4360"	"237"
"4"	"قدامي"	"قدامي"	"قُدّام"	"قدام/GERUND"	""	"ي/POSS_PRON"	"na"	"na"	"in_front_of"	"devant"	"23056"	"1067"
"4"	"كملنا"	"كملنا"	"أَنْهَى"	"كمل/PV"	""	"نا/PV SUFF_SUBJ :1P"	"na"	"na"	"finish"	"terminer"	"5389"	"277"
"4"	"وليدي"	"وليدي"	"وَلَد"	"وليد/NOUN_ABSTRACT"	""	"ي/POSS_PRON"	"s"	"m"	""	"child,_son"	"598"	"35"
"4"	"قلتلهم"	"قلتلهم"	"قال"	"قل/PV"	""	"ت/PV SUFF_SUBJ :1S+ل/PREP+هم/POSS_PRON"	"na"	"na"	"said"	"dis"	"372"	"23"
"4"	"الباب"	"الباب"	"بَاب"	"باب/NOUN_CONCRETE"	"Al/DET"	"(null)/CASE_DEF_GEN"	"s"	"m"	"door"	"porte"	"9158"	"425"
"4"	"خرجي"	"خرجي"	"خَرَج"	"خرج/CV"	""	"ي/CVSUFF_SUBJ : 2FS"	"na"	"na"	"get_out"	"sors"	"6193"	"324"
"4"	"طالع"	"طالع"	"مغادرة"	"طالع/NOUN_ACTIVE_PART"	""	""	"s"	"m"	""	"leaving"	"2115"	"97"
"4"	"أنيا"	"أنيا"	"أنا"	"أنيا/PRON"	""	""	"s"	"m"	""	"I;me"	"879"	"46"
"4"	"طلقني"	"طلقني"	"طَلَقَ"	"طلق/CV"	""	"(null)/CVSUFF_SUBJ :2MS +ني/CVSUFF_DO :1S"	"na"	"na"	"release"	"libérer"	"18581"	"857"
"4"	"رجع"	"رجع"	"رَجَعَ"	"رجع/PV"	""	"(null)/PV SUFF_SUBJ :3MS"	"na"	"na"	""	"return"	"2241"	"103"
"4"	"عادي"	"عادي"	"عَادِيّ"	"عاد/NOUN_RELATIVE"	""	"ي/RELATIVE_YA"	"s"	"m"	"ordinary,_normal"	"ordinaire,_normal"	"2039"	"95"
"4"	"يشوفنا"	"يشوفونا"	"شاف"	"شوف/IV"	"y/IV3MP"	"و/IVSUFF_SUBJ:MP_MOOD:SJ+نا/IVSUFF_DO:1P"	"na"	"na"	"look"	"voir"	"5666"	"288"
"4"	"راهش"	"راهش"	"إِنّه"	"را/PRESENT_PART"	""	"ه/IVSUFF_SUBJ: 3MS +ش/NEG_PART"	"na"	"na"	"is_not"	"n'est_pas_"	"4333"	"236"
"4"	"عرفت"	"عرفت"	"عرفَ"	"عرف/PV"	""	"ت/PV SUFF_SUBJ :1S"	"na"	"na"	"know"	"connaître"	"5882"	"311"
"4"	"طاجين"	"طاجين"	"طاجين(طبقجَزَائِري)"	"طاجين/NOUN_CONCRETE"	""	""	"s"	"m"	"Tajine(Algerien_dish)"	"Tajine_(plat_Algerien)"	"8047"	"387"
"4"	"رافد"	"رافد"	"حَامِل"	"رافد/NOUN_ACTIVE_PART"	""	"(null)/CASE_DEF_NOM"	"s"	"m"	"carrying"	"portant"	"1767"	"85"
"4"	"راحتلي"	"راحتلي"	"رَاحَ"	"راح/PV"	""	"ت/PV SUFF_SUBJ :3FS+ل/PREP+ي/POSS_PRON"	"na"	"na"	"go"	"partir"	"7080"	"354"
"4"	"راجلك"	"راجلك"	"زَوْجُك"	"راجل/NOUN_ACTIVE_PART"	""	"ك/POSS_PRON"	"s"	"m"	"husband"	"mari"	"17439"	"805"
"4"	"يزيد"	"يزيد"	"زَاد"	"زيد/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"is_born"	"est_né"	"2293"	"107"
"4"	"عطاوك"	"عطاوك"	"أعطى"	"عطا/PV"	""	"و/PVSUFF_SUBJ:3MP+ك/PVSUFF_DO:2MS"	"na"	"na"	""	"give"	"102"	"8"
"4"	"عطاوها"	"نَ"	"نَ"	"نْ"	"no"	"نْ"	"na"	"na"	""	"na"	"577"	"33"
"4"	"علابالك"	"علبالك"	"تَعْرَف"	"بال/NOUN_ABSTRACT"	"El/PREP"	"ك/POSS_PRON"	"na"	"na"	"know"	"connaître"	"21290"	"979"
"4"	"يرحمه"	"يرحمه"	"يَرْحَم"	"رحم/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS +ه/IVSUFF_DO:3MS"	"na"	"na"	"have_mercy_with"	"aie_pitié_de"	"6776"	"345"
"4"	"ارفد"	"ارفد"	"حَمَلَ"	"ارفد/CV"	""	"(null)/CVSUFF_SUBJ :2MS"	"na"	"na"	"carry"	"porter"	"23715"	"1088"
"4"	"راحو"	"راحو"	"ذَهبَ"	"راح/PV"	""	"و/PVSUFF_SUBJ:3MP"	"na"	"na"	"go"	"partir"	"10919"	"550"
"4"	"يعاود"	"يعاود"	"عاوَد"	"عاود/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"redo,retry"	"refaire,réessayer"	"3854"	"213"
"4"	"يعجبك"	"يعجبك"	"يُعْجِب"	"عجب/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS +ك/IVSUFF_DO:2MS"	"na"	"na"	"like"	"aimer"	"10076"	"508"
"4"	"صيادة"	"صيادة"	"صَيَدَ"	"صياد/NOUN_ABSTRACT"	""	"ة/NSUFF_FEM_SG"	"na"	"na"	"hunt"	"chasser"	"22381"	"1038"
"4"	"شاب"	"شاب"	"شَابّ"	"شاب/NOUN_ACTIVE_PART"	""	"(null)/CASE_INDEF_GEN"	"s"	"m"	""	"un_jeune_homme;_x;_young_man"	"2485"	"122"
"4"	"سمع"	"سمع"	"سَمِع"	"سمع/PV"	""	"(null)/PV SUFF_SUBJ :3MS"	"na"	"na"	"listen"	"ecoutez"	"1721"	"83"
"4"	"أأي"	"أأي"	"أأْه"	"أأي/VOC_PART"	""	""	"na"	"na"	""	"ahh"	"29306"	"1294"
"4"	"يمد"	"يمد"	"مَدّ"	"مد/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	""	"give"	"2356"	"110"
"4"	"شد"	"شد"	"شَدَّ"	"شد/CV"	""	"(null)/IVSUFF_SUBJ : 2MS"	"na"	"na"	"take,hold"	"prendre,_tenir"	"17093"	"793"
"4"	"شروط"	"شروط"	"شَرْط"	"شروط/NOUN_ABSTRACT"	""	""	"bp"	"m"	"conditions"	"conditions"	"6037"	"318"
"4"	"ستغلي"	"ستغلي"	"اِسْتَغَل"	"ستغل/CV"	""	"ي/CVSUFF_SUBJ : 2FS"	"na"	"na"	"watch"	"regarder"	"14490"	"682"
"4"	"يلعبو"	"يلعبو"	"يَلْعَبُوا"	"لعب/IV"	"y/IV3MP"	"و/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	""	"play"	"2149"	"99"
"4"	"سبنيول"	"سبنيول"	"الإسبان"	"سبنيول/FOREIGN"	""	""	"sp"	"m"	"Spanish"	"Espagnol"	"25629"	"1165"
"4"	"يكدب"	"يكدب"	"كَذِبَ"	"كدب/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"s"	"m"	"lie"	"mentir"	"13420"	"646"
"4"	"شكارة"	"شكارة"	"كِيس"	"شكار/NOUN_CONCRETE"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	""	"bag"	"1417"	"71"
"4"	"شوفلي"	"شوفلي"	"شاف"	"شوف/CV"	""	"(null)/CVSUFF_SUBJ:2MS+ل/PREP+ي/POSS_PRON"	"na"	"na"	"chercher"	"look_for"	"4746"	"252"
"4"	"ساردينا"	"ساردينا"	"سَرْدين"	"ساردينا/FOREIGN"	""	""	"na"	"na"	"sardine"	"sardine"	"14336"	"677"
"4"	"شيباني"	"شيباني"	"عَجُوز"	"شيباني/NOUN_CONCRETE"	""	""	"s"	"m"	""	"elderly"	"1507"	"74"
"4"	"يقولوها"	"يقولوها"	"قَال"	"قول/IV"	"y/IV3MP"	"و/IVSUFF_SUBJ:MP_MOOD:SJ+ها/IVSUFF_DO:3FS"	"na"	"na"	"say"	"disent"	"9791"	"465"
"4"	"صاحبك"	"صاحبك"	"صَاحِبك"	"صاحب/NOUN_ACTIVE_PART"	""	"ك/POSS_PRON"	"s"	"m"	"friend"	"ami"	"9947"	"489"
"4"	"صحيتي"	"صحيتي"	"شُكْرًا"	"صحي/NOUN_ABSTRACT"	""	"ت/NSUFF_FEM_SG+ي/POSS_PRON"	"s"	"m"	"thank_you"	"merci"	"8343"	"399"
"4"	"صرالها"	"صرالها"	"يَحْدُثُ"	"صرا/PV"	""	"(null)/PV SUFF_SUBJ :3MS+ل/PREP+ها/POSS_PRON"	"na"	"na"	"happen"	"se_passer"	"4785"	"253"
"4"	"روطار"	"روطار"	"مُتأخِر"	"روطار/FOREIGN"	""	""	"na"	"na"	"late"	"retard"	"4579"	"245"
"4"	"ديركت"	"ديركت"	"مُبَاشَرة"	"ديركت/FOREIGN"	""	""	"na"	"na"	"direct"	"direct"	"7401"	"365"
"4"	"يافي"	"يافي"	"كَان"	"يافي/FOREIGN"	""	""	"na"	"na"	"there_was"	"il_y'avait"	"25726"	"1167"
"4"	"يديك"	"يديك"	"يَد"	"يد/NOUN_CONCRETE"	""	"يك/POSS_PRON"	"s"	"f"	"hand"	"main"	"22524"	"1045"
"4"	"عمك"	"عمه"	"عَمّ"	"عم/NOUN_CONCRETE"	""	"(null)/CASE_DEF_GEN+ه/POSS_PRON_3MS"	"s"	"m"	"uncle"	"oncle"	"3510"	"201"
"4"	"داورو"	"داورو"	"دَوَّر"	"داور/CV"	""	"و/CVSUFF_SUBJ:2MP"	"s"	"m"	"turn"	"tourner"	"2510"	"125"
"4"	"داروها"	"داروها"	"فَعَل"	"دار/PV"	""	"و/PVSUFF_SUBJ:3MP+ها/PVSUFF_DO:3FS"	"na"	"na"	"did"	"a_fait"	"635"	"36"
"4"	"فلعين"	"فلعين"	"فِيالعَيْن"	"عين/NOUN_CONCRETE"	"f/PREP+l/DET"	""	"s"	"f"	""	"œil_;x;eye"	"14631"	"686"
"4"	"دارها"	"دارها"	"فَعَل"	"دار/PV"	""	"(null)/PV SUFF_SUBJ :3MS+ها/PVSUFF_DO:3FS"	"na"	"na"	"do"	"faire"	"9778"	"464"
"4"	"فلواد"	"فلواد"	"وَادِي"	"واد/NOUN_CONCRETE"	"f/PREP+l/DET"	""	"s"	"m"	"valley"	"vallée"	"23127"	"1068"
"4"	"فلي"	"فلي"	"ال"	"فلي/FOREIGN"	""	""	"na"	"na"	"the"	"les"	"3923"	"217"
"4"	"فمها"	"فمها"	"فَم"	"فم/NOUN_CONCRETE"	""	"ها/POSS_PRON"	"s"	"m"	"mouth"	"bouche"	"9848"	"471"
"4"	"فو"	"فو"	"خاطئ"	"فو/FOREIGN"	""	""	"na"	"na"	"wrong,fake"	"faux"	"19732"	"902"
"4"	"دبر"	"دبر"	"دَبَّر"	"دبر/CV"	""	"(null)/CVSUFF_SUBJ :2MS"	"na"	"na"	"handle"	"gérer"	"3228"	"188"
"4"	"خوه"	"خوه"	"أَخُوه"	"خو/NOUN_ABSTRACT"	""	"ه/POSS_PRON"	"s"	"m"	"brother"	"frère"	"9995"	"495"
"4"	"خمسمية"	"خمسمية"	"خمسمائة"	"خمسمية/NOUN_NUM"	""	""	"cp"	"m"	""	"five_hundred"	"2016"	"94"
"4"	"فيل"	"فيل"	"مَدِينَة"	"فيل/FOREIGN"	""	""	"s"	"m"	"city"	"ville"	"27285"	"1214"
"4"	"يبيع"	"يبيع"	"باعَ"	"بيع/IV"	"y/IV3MS"	"(null)/PVSUFF_SUBJ:3MS"	"na"	"na"	"sell"	"vendre"	"120"	"8"
"4"	"يبدا"	"يبدا"	"بَدَأَ"	"بدا/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"start_,begin"	"commencer"	"8953"	"418"
"4"	"خطرات"	"خطرات"	"مَرَّات"	"خطر/NOUN"	""	"ات/NSUFF_FEM_PL"	"sp"	"f"	"times"	"fois"	"11474"	"575"
"4"	"قاعد"	"قاعد"	"قاعِد"	"قاعد/NOUN_ACTIVE_PART"	""	""	"s"	"m"	"lazy,inactive"	"fainéant,inactif"	"4839"	"256"
"4"	"قاعدة"	"قاعدة"	"قاعِدة"	"قاعد/NOUN_ABSTRACT"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"seated"	"assis"	"1453"	"72"
"4"	"خضرا"	"خضرا"	"خُضَار"	"خضر/NOUN_CONCRETE"	""	"ا/NSUFF_FEM_SG"	"s"	"f"	"vegetables"	"des_légumes"	"7703"	"374"
"4"	"فوتها"	"فوتها"	"أَدْخَل"	"فوت/PV"	""	"(null)/PV SUFF_SUBJ :3MS+ها/PVSUFF_DO:3FS"	"na"	"na"	"enter"	"entrer"	"3399"	"197"
"4"	"كولي"	"كولي"	"يَأكُل"	"كول/CV"	""	"ي/CVSUFF_SUBJ : 2FS"	"na"	"na"	"eat"	"manger"	"23408"	"1079"
"4"	"فتليفون"	"فتليفون"	"هَاتِفالنقال"	"تليفون/NON_ARABIC"	"f/PREP"	""	"na"	"na"	"phone"	"telephone"	"5837"	"306"
"4"	"فايدة"	"فايدة"	"فَائِدَة"	"فايد/NOUN_ABSTRACT"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"benefit"	"bénéfice"	"7483"	"367"
"4"	"يديرو"	"يديرو"	"تَفعَل"	"دير/IV"	"y/IV3MP"	"و/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"do"	"faire"	"4757"	"252"
"4"	"عندكم"	"عندكم"	"عِنْدكم"	"عند/ADV"	""	"كم/PRON_2MP"	"na"	"na"	"have"	"avez"	"15007"	"700"
"4"	"اسمحولي"	"اسمحولي"	"سَمَحَلي"	"اسمح/CV"	""	"و/CVSUFF_SUBJ:2MP+ل/PREP+ي/POSS_PRON"	"na"	"na"	"forgive"	"pardon"	"25170"	"1143"
"4"	"عيطت"	"عيطت"	"نَادى"	"عيط/PV"	""	"ت/PV SUFF_SUBJ :1S"	"na"	"na"	"call_up"	"appeler"	"4874"	"258"
"4"	"يدور"	"يدور"	"دَارَ"	"دور/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	""	"go_around;turn"	"1963"	"92"
"4"	"يدها"	"يدها"	"يَد"	"يد/NOUN_CONCRETE"	""	"ها/POSS_PRON"	"s"	"f"	"hand"	"main"	"6212"	"325"
"4"	"عينيا"	"عينيا"	"عَيْني"	"عين/NOUN_CONCRETE"	""	"يا/POSS_PRON"	"s"	"f"	"Eye"	"Œil"	"2613"	"140"
"4"	"اسمي"	"أسمى"	"اِسْمِي"	"أسم/NOUN_ABSTRACT"	""	"ى/POSS_PRON"	"s"	"m"	""	"my_name"	"604"	"35"
"4"	"اعطيني"	"اعطيني"	"أَعْطَى"	"اعطي/CV"	""	"(null)/CVSUFF_SUBJ :2MS +ني/CVSUFF_DO :1S"	"na"	"na"	"give"	"donner"	"25570"	"1164"
"4"	"دفعته"	"دفعته"	"دَفَعَ"	"دفع/PV"	""	"ت/SUFF_FEM_TA+ه/PVSUFF_DO:3MS"	"na"	"na"	"deposit"	"deposer"	"4005"	"221"
"4"	"غدوا"	"غدوا"	"غَدًا"	"غدوا/ADV"	""	""	"s"	"m"	""	"tomorrow"	"605"	"35"
"4"	"غولة"	"الغولة"	"الغولة"	"الغول/NOUN_ABSTRACT"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"monster"	"monstre"	"20918"	"965"
"4"	"يخليك"	"يخليك"	"خَلَى"	"خلي/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS +ك/IVSUFF_DO:2MS"	"na"	"na"	"bless,_protect"	"bénir,_protéger"	"10380"	"527"
"4"	"فاتحة"	"فاتحة"	"فَاتِحَة"	"فاتح/NOUN_ACTIVE_PART"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"sura_el_fati'ha"	"surra_el_fati'ha"	"8764"	"413"
"4"	"يخرجوا"	"يخرجوا"	"يَخْرجوا"	"خرج/IV"	"y/IV3MP"	"وا/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"go_out,_leave"	"sortir,_partir"	"1026"	"53"
"4"	"فارية"	"فارية"	"مُنْتَهِية"	"فارية/FOREIGN"	""	""	"na"	"na"	"finished"	"finie"	"3732"	"209"
"4"	"دخلوها"	"دخلوها"	"دَخَلَ"	"دخل/PV"	""	"و/PVSUFF_SUBJ:3MP+ها/PVSUFF_DO:3FS"	"na"	"na"	"enter"	"entrer"	"25985"	"1176"
"4"	"فايت"	"فايت"	"فَايَّت"	"فايت/NOUN_ACTIVE_PART"	""	""	"na"	"na"	"expire,go_by"	"expirer,_passer"	"4225"	"230"
"4"	"دخلنا"	"دخلنا"	"دَخَلَ"	"دخل/PV"	""	"نا/PVSUFF_SUBJ:1P"	"na"	"na"	"enter"	"rentre"	"84"	"7"
"4"	"يديروا"	"يديروا"	"فَعَل"	"دير/IV"	"y/IV3MP"	"وا/IVSUFF_SUBJ:3MP"	"na"	"na"	"do"	"faire"	"903"	"47"
"4"	"الوهرانية"	"وهرانية"	"وَهرَانِيَة"	"وهران/NOUN_RELATIVE"	""	"ي/RELATIVE_YA+ة/NSUFF_FEM_SG"	"s"	"f"	"oranian"	"oranaise"	"25445"	"1163"
"4"	"نطلب"	"نطلب"	"طَلَب"	"طلب/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"request"	"demande"	"18978"	"875"
"4"	"كيراكم"	"كي_راكم"	"كِيفالحال"	"راكم/INTERROG_PRON"	"ky/INTERROG"	"كم/POSS_PRON"	"na"	"na"	"how_are_you?"	"comment_vas-tu?"	"818"	"44"
"4"	"معندهاش"	"معندهاش"	"لَيسعِنْدَها"	"عند/NOUN_ABSTRACT"	"m/NEG_PART"	"ها/POSS_PRON+ش/NEG_PART"	"s"	"f"	""	"don't_have"	"562"	"32"
"4"	"تعرفوا"	"تعرفوا"	"عَرَف"	"عرف/IV"	"t/IV2MP"	"وا/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"know"	"connaître"	"7031"	"353"
"4"	"بداو"	"بداو"	"بَدَأَ"	"بدا/PV"	""	"و/PVSUFF_SUBJ:3MP"	"na"	"na"	"start"	"commencer"	"1320"	"66"
"4"	"والديه"	"والديه"	"وَالِدَيْه"	"والد/NOUN_ACTIVE_PART"	""	"ي/NSUFF_MASC_DU_ACC+ه/POSS_PRON"	"d"	"m"	"his_parents"	"ses_parents"	"13878"	"662"
"4"	"ملف"	"ملف"	"مِلَفّ"	"ملف/NOUN_CONCRETE"	""	"(null)/CASE_INDEF_GEN"	"s"	"m"	"file"	"dossier"	"4052"	"222"
"4"	"نكري"	"نكري"	"أسْتَأجِر"	"كري/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"rent_out"	"louer"	"13520"	"648"
"4"	"منديرش"	"منديرش"	"عَمَل"	"دير/IV"	"m/NEG_PART+n/IV1S"	"(null)/IVSUFF_SUBJ:1S+ش/NEG_PART"	"na"	"na"	""	"do"	"520"	"31"
"4"	"معلبليش"	"معلبليش"	"مَاأَعْرِف"	"بل/NOUN_ABSTRACT"	"m/NEG_PART+El/PREP"	"ي/POSS_PRON+ش/NEG_PART"	"s"	"m"	"know"	"connaître"	"4156"	"227"
"4"	"تشوفو"	"تشوفو"	"شَافَ"	"شوف/IV"	"t/IV2MP"	"و/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"see"	"voir"	"7664"	"373"
"4"	"نقي"	"نقي"	"نَظِف"	"نقي/CV"	""	"(null)/CVSUFF_SUBJ : 2FS"	"na"	"na"	"nettoyer"	"nettoyer"	"8061"	"388"
"4"	"منهم"	"منهم"	"مِنْهُم"	"من/PREP"	""	"هم/PRON_3MP"	"na"	"na"	"from_them"	"d'eux"	"1800"	"86"
"4"	"مني"	"مني"	"مِنِي"	"من/PREP"	""	"ي/POSS_PRON"	"na"	"na"	"of"	"de"	"16133"	"754"
"4"	"تسقسيه"	"تسقسيه"	"سَأَلَ"	"سقسي/IV"	"t/IV2MS"	"(null)/IVSUFF_SUBJ : 2MS+ه/IVSUFF_DO:3MS"	"na"	"na"	"ask,_inquire"	"demander,_se_renseigner"	"6802"	"346"
"4"	"مهبولة"	"مهبولة"	"مجنون"	"مهبول/ADJ_QUALIT"	""	"ة/NSUFF_FEM_SG"	"s"	"m"	"insane"	"fou"	"2577"	"134"
"4"	"تزقي"	"تزقي"	"صَرَّخَ"	"زقي/IV"	"t/IV3FS"	"(null)/IVSUFF_SUBJ: 3FS"	"na"	"na"	"shout"	"crier"	"6268"	"328"
"4"	"موضوع"	"موضوع"	"مَوْضُوع"	"موضوع/NOUN_ABSTRACT"	""	""	"s"	"m"	"subject"	"sujet"	"11294"	"566"
"4"	"منطولش"	"منطولش"	"تَاَخَر"	"طول/IV"	"m/NEG_PART+n/IV1S"	"(null)/IVSUFF_SUBJ:1S+ش/NEG_PART"	"na"	"na"	"be_late"	"en_retard"	"14078"	"668"
"4"	"معرفتش"	"معرفتش"	"عرفَ"	"عرف/PV"	"m/NEG_PART"	"ت/PV SUFF_SUBJ :1S+ش/NEG_PART"	"na"	"na"	"know"	"connaître"	"4317"	"235"
"4"	"تعيش"	"تعيش"	"تُعَيِش"	"عيش/IV"	"t/IV2MS"	"(null)/IVSUFF_SUBJ : 2MS"	"na"	"na"	"live"	"vivre"	"13468"	"647"
"4"	"بدات"	"بدات"	"بَدَأَ"	"بدا/PV"	""	"ت/PV SUFF_SUBJ :3FS"	"na"	"na"	"begin"	"commencer"	"5653"	"288"
"4"	"ليزبيس"	"ليزبيس"	"التَوَابل"	"ليزبيس/FOREIGN"	""	""	"na"	"na"	"spices"	"épices"	"7585"	"371"
"4"	"تهدري"	"تهدري"	"تَتَكَلَم"	"هدر/IV"	"t/IV2MS"	"ي/IVSUFF_SUBJ:2FS"	"na"	"na"	"speak,talk"	"parler"	"14925"	"697"
"4"	"ليقلك"	"ليقلك"	"قَال"	"قل/IV"	"l/DEM_PRON+y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS +ك/IVSUFF_DO:2MS"	"na"	"na"	"say"	"dire"	"3341"	"194"
"4"	"باطل"	"باطل"	"بدونفائدة"	"باطل/NOUN_ACTIVE_PART"	""	""	"s"	"m"	"without_result"	"Sans_résultat"	"13725"	"655"
"4"	"نيشان"	"نيشان"	"مُبَاشرةً"	"نيشان/ADJ_QUALIT"	""	""	"na"	"na"	"right"	"vrai"	"5208"	"270"
"4"	"تلحق"	"تلحق"	"لحِقَ"	"لحق/IV"	"t/IV3FS"	"(null)/IVSUFF_SUBJ: 3FS"	"na"	"na"	"reach"	"arriver"	"6279"	"328"
"4"	"نوع"	"نوع"	"نَوْع"	"نوع/NOUN_ABSTRACT"	""	""	"s"	"m"	"type"	"type"	"7012"	"352"
"4"	"مبغاوش"	"مبغاوش"	"ماأرادوا"	"بغا/PV"	"m/NEG_PART"	"و/PVSUFF_SUBJ:3MP+ش/NEG_PART"	"na"	"na"	"want"	"vouloir"	"325"	"20"
"4"	"نوضيه"	"نوضيه"	"نَهَضَ"	"نوض/CV"	""	"ي/CVSUFF_SUBJ : 2FS+ه/CVSUFF_DO :3MS"	"na"	"na"	"get_up"	"levé"	"17631"	"813"
"4"	"تقيلة"	"تقيلة"	"ثَقِيل"	"تقيل/ADJ_QUALIT"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"intense,_heavy"	"lourde_,_intense"	"7811"	"379"
"4"	"بالي"	"بالي"	"بَال"	"بال/NOUN_ABSTRACT"	""	"ي/POSS_PRON"	"s"	"m"	"my_mind"	"mes_pensées"	"14212"	"673"
"4"	"تقعد"	"تقعد"	"قَعَدَ"	"قعد/IV"	"t/IV3FS"	"(null)/IVSUFF_SUBJ: 3FS"	"na"	"na"	"stay"	"rester"	"12003"	"595"
